p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
10,7,9,13,9,14,9,13,3,8
19,16,10,3,20,19,21,19,20,21
8,13,14,13,13,14,15,13,15,14
25,19,19,25,22,25,25,14,20,26
15,21,21,21,19,19,33,22,21,20
21,21,21,21,21,21,20,15,19,19
13,14,13,9,16,13,13,14,14,13
20,20,10,19,9,16,20,4,19,19
26,25,10,27,25,25,26,26,32,20
15,4,19,14,15,19,19,16,14,19
8,13,8,9,13,7,2,10,10,14
13,10,8,9,8,8,4,7,8,9
4,9,15,14,8,13,9,14,19,7
13,19,20,14,19,20,15,14,15,15
15,19,22,16,26,21,25,21,25,21
10,22,20,21,20,19,13,15,19,22
20,25,7,21,21,22,21,14,21,19
19,19,26,13,19,20,19,21,19,13
19,19,16,20,19,19,19,19,9,20
19,19,19,20,15,13,21,25,20,19
19,13,7,7,20,21,14,21,9,19
25,20,16,22,21,25,25,25,25,22
9,9,10,13,14,9,15,7,9,4
15,13,9,19,16,14,9,16,19,21
4,7,13,8,7,8,7,9,9,8
19,19,19,21,21,19,16,13,19,25
19,16,19,25,21,10,21,21,25,25
13,15,14,8,15,14,19,19,15,15
20,32,21,19,16,25,25,16,27,9
28,20,10,21,15,25,25,19,25,13
19,19,3,20,13,19,15,20,19,15
15,19,19,19,19,20,22,19,19,16
20,25,21,15,19,19,19,20,19,19
21,20,19,19,19,19,19,16,20,15
13,21,26,13,15,27,26,16,25,32
9,14,15,13,14,19,13,19,15,15
20,13,15,19,20,19,20,13,16,13
13,13,10,14,13,13,14,14,15,9
16,13,15,8,4,7,15,14,14,13
19,21,20,25,15,21,19,22,19,22
25,21,25,22,21,25,21,20,20,25
13,15,4,13,19,9,7,8,19,7
19,16,15,16,19,19,8,20,7,15
16,10,13,-1,15,16,20,16,21,21
4,14,15,14,10,19,15,14,15,13
10,10,15,14,13,13,13,13,10,10
19,20,19,19,20,20,19,25,21,21
19,19,19,15,16,19,15,13,20,16
15,14,19,15,10,19,13,15,14,19
13,9,2,15,15,13,3,13,13,22
8,10,13,14,16,16,15,7,7,10
7,8,13,13,10,9,13,7,10,13
9,10,13,13,8,10,13,13,8,13
19,19,10,20,20,13,16,19,19,16
10,14,13,14,4,19,15,15,14,13
19,19,19,20,8,16,19,14,20,21
14,13,14,15,7,13,8,13,9,14
10,14,13,13,13,14,15,10,8,13
31,27,28,31,31,31,31,32,26,31
15,13,19,19,19,19,16,16,10,19
20,21,15,20,15,19,16,21,22,21
32,19,31,31,32,31,31,25,26,15
10,8,9,7,10,10,13,8,8,8
13,13,16,13,15,14,13,10,13,16
22,14,20,21,19,25,10,22,22,16
15,19,16,10,10,20,20,10,20,13
27,19,21,21,25,26,25,16,31,19
19,20,15,15,13,15,20,20,14,19
21,22,22,22,20,10,26,15,22,22
14,13,14,22,15,16,10,19,9,14
20,21,20,20,10,13,21,16,13,19
13,15,19,9,16,15,9,13,14,14
22,10,19,13,26,21,13,20,21,14
19,15,19,22,19,16,19,20,20,19
10,21,21,20,16,15,19,21,21,21
14,25,25,19,20,19,21,19,21,21
20,21,27,21,26,27,13,28,27,25
25,19,27,21,13,28,28,26,28,27
13,9,22,22,22,25,19,22,20,20
19,20,25,19,22,22,13,20,14,22
20,20,21,25,20,19,16,21,20,22
21,20,19,15,10,22,16,15,10,14
19,20,16,10,19,20,21,20,19,19
4,16,16,16,15,15,20,19,7,19
15,13,14,4,14,15,13,16,13,14
19,14,19,19,20,20,21,19,19,19
15,8,19,19,21,19,19,13,10,19
14,4,19,19,15,13,16,16,14,19
14,10,13,13,15,15,13,13,14,4
13,9,14,10,8,13,13,15,13,13
19,10,14,19,19,4,22,13,20,8
10,9,14,10,14,13,9,10,13,4
13,13,9,8,9,13,13,4,7,7
8,9,3,-1,9,10,13,7,3,8
16,19,14,19,16,15,16,19,13,10
20,19,19,15,10,20,19,19,13,19
15,19,16,16,15,19,19,13,13,10
15,10,10,19,15,19,19,19,13,8
14,15,15,13,15,19,20,19,15,16
19,21,20,7,19,9,20,15,25,20
25,26,25,9,27,13,25,19,25,25
19,19,19,4,-1,20,20,20,19,16
14,14,13,14,14,14,7,10,14,9
15,22,25,19,21,25,20,20,21,21
15,10,13,8,8,9,14,13,9,4
20,21,19,20,14,15,8,21,16,20
15,14,15,13,14,19,13,9,14,15
26,20,25,25,25,31,26,27,19,26
19,15,20,19,15,20,20,20,10,19
14,13,14,14,13,10,13,10,13,10
22,15,26,22,22,20,25,20,8,20
25,20,21,25,25,19,22,25,28,25
20,20,20,20,19,21,19,4,14,21
10,15,1,10,8,8,10,15,8,10
14,14,14,14,13,13,16,8,7,10
26,25,25,25,25,25,21,25,26,16
7,8,15,8,19,19,15,16,19,15
15,13,13,9,10,15,14,15,13,15
19,15,14,13,16,14,16,14,14,16
10,4,3,8,9,13,9,3,14,15
10,9,4,4,9,13,14,13,14,14
19,26,21,21,20,20,21,21,20,16
25,25,34,25,25,27,25,25,26,25
19,19,15,7,14,15,19,15,16,13
31,31,16,31,32,27,20,25,27,27
15,3,9,14,10,16,13,15,19,15
15,15,16,9,19,15,13,20,9,15
13,9,13,13,14,4,19,10,10,9
19,15,19,16,10,19,19,15,16,15
21,19,21,25,19,19,21,21,19,20
19,-1,19,19,19,19,20,4,14,13
25,21,9,9,22,19,22,25,21,26
9,15,9,7,7,10,7,9,13,8
8,7,8,8,10,8,9,9,9,14
13,20,16,16,19,19,20,20,19,21
4,13,16,15,13,14,19,15,-1,10
26,20,28,22,25,26,22,21,27,25
10,10,9,9,13,8,14,10,10,9
10,9,16,25,20,20,19,19,19,19
7,15,19,7,19,19,16,19,21,19
8,13,13,13,10,9,13,2,13,9
15,16,14,10,15,9,13,15,13,15
3,15,15,15,13,13,14,13,10,14
32,27,19,32,31,31,32,31,32,7
13,16,3,9,13,8,8,9,13,13
28,27,31,31,32,22,31,32,31,20
14,13,9,15,13,13,13,13,13,13
15,16,16,19,19,16,16,15,7,15
14,15,19,14,19,15,16,15,14,19
16,14,9,15,16,7,19,20,19,20
20,25,25,25,25,22,10,21,25,25
9,15,19,21,16,14,20,19,19,15
19,13,10,19,19,21,20,20,21,19
15,19,20,20,13,15,14,13,19,9
2,13,9,1,1,9,7,1,8,8
9,7,4,16,9,13,14,3,9,14
21,20,16,16,20,14,20,20,15,19
16,20,20,16,-1,20,19,13,9,3
20,22,15,19,19,20,20,15,13,19
8,8,8,9,7,9,8,9,10,4
22,26,25,25,25,27,26,25,25,31
20,19,21,22,20,21,25,20,9,19
9,13,19,19,13,8,16,13,13,13
21,25,21,10,22,25,19,22,21,19
14,15,14,13,15,13,14,14,19,9
21,20,16,25,26,21,19,21,21,31
27,26,31,27,21,28,22,25,26,31
10,16,15,19,15,14,16,10,10,15
14,13,10,9,16,16,21,14,14,15
26,26,25,15,25,26,26,31,25,9
8,8,7,8,8,9,8,13,10,8
19,1,15,15,16,2,13,15,10,19
15,16,25,19,20,10,19,20,21,20
8,16,15,7,9,14,20,13,10,20
10,10,14,13,19,14,4,19,9,16
20,13,25,22,20,21,21,21,21,21
19,19,22,20,20,21,20,25,13,21
1,13,10,10,16,3,14,10,13,9
4,8,7,4,9,7,8,7,9,3
25,25,25,20,16,25,22,20,21,10
10,8,14,7,10,7,10,10,13,14
9,19,20,15,15,19,16,19,-1,-1
13,9,13,9,2,14,7,2,-1,7
25,26,25,21,21,31,25,16,25,20
7,9,9,13,13,10,14,13,13,14
13,19,10,19,16,20,10,10,4,19
15,20,9,16,19,21,26,14,19,20
20,25,26,21,22,25,21,9,25,27
16,19,21,20,19,20,10,20,13,9
28,33,31,31,31,20,32,32,32,16
25,25,13,25,22,22,25,20,27,27
8,8,8,13,8,13,10,4,8,8
33,33,33,33,34,21,33,34,33,40
9,10,13,13,14,13,13,13,14,13
20,19,19,21,21,21,21,9,16,19
14,21,9,19,20,20,21,19,19,10
7,9,9,13,8,9,10,9,9,10
15,20,22,20,20,21,22,21,22,20
25,21,19,21,19,19,25,22,22,20
8,13,9,14,10,13,13,4,13,13
25,19,25,15,13,21,15,25,13,22
25,19,25,4,22,15,10,10,16,25
19,20,19,20,21,15,-1,19,20,19
14,14,15,13,14,19,4,14,19,10
19,22,14,15,15,10,13,19,19,15
15,21,25,2,20,25,21,26,28,28
15,15,13,19,14,10,14,9,14,19
13,-1,4,7,4,9,10,9,13,10
13,13,9,13,3,13,14,9,15,4
21,16,14,19,20,19,20,19,19,13
25,19,25,22,19,22,20,19,19,21
9,20,19,19,20,19,22,15,16,15
7,19,19,21,20,21,13,20,16,20
8,13,7,7,7,13,8,8,9,10
9,21,21,16,10,21,21,21,4,16
19,13,19,13,15,19,19,19,14,19
20,19,15,19,25,19,20,19,13,25
14,19,16,25,20,19,19,19,9,20
16,14,15,19,10,15,14,14,15,15
19,14,16,16,10,9,13,13,15,8
25,25,13,13,14,13,26,19,20,19
8,14,14,8,4,9,9,8,13,8
13,13,8,15,3,9,14,8,13,14
9,13,4,7,10,19,19,19,15,13
20,19,21,20,10,20,13,22,19,16
13,8,8,13,14,13,13,13,13,15
19,19,16,20,13,19,19,10,14,20
14,13,9,13,13,13,13,13,15,10
10,13,8,13,14,9,14,9,13,7
16,10,10,20,19,15,15,20,20,19
15,14,13,13,15,14,3,8,10,19
3,10,10,14,8,7,9,7,9,13
25,25,26,25,19,26,26,25,21,27
13,13,13,13,13,14,14,13,14,15
13,14,10,10,15,13,13,13,14,8
16,15,19,15,16,19,7,20,15,19
16,19,16,20,19,10,9,15,9,15
19,15,14,19,13,20,19,19,20,16
20,20,21,19,21,19,19,13,8,15
19,13,10,15,19,19,15,15,13,19
19,22,25,15,21,16,19,15,21,27
19,19,26,22,21,21,26,28,25,27
21,21,10,20,20,19,19,4,20,25
19,14,21,19,13,19,19,15,15,19
19,15,15,9,16,15,16,14,14,15
16,15,9,16,26,19,20,19,19,20
7,9,7,7,10,2,7,4,2,14
20,19,20,19,14,14,19,3,21,16
19,19,19,20,19,19,19,20,16,19
15,21,19,19,21,21,19,13,13,20
19,21,20,19,16,19,20,21,20,16
13,16,15,10,16,10,15,16,9,16
19,7,15,16,19,13,14,7,13,15
10,10,19,19,14,16,15,10,20,13
19,26,20,20,19,10,21,20,15,21
21,21,19,19,15,20,20,13,22,21
15,19,16,25,9,19,19,15,21,15
21,20,25,14,19,25,19,25,13,21
16,14,20,15,19,22,10,9,19,19
13,9,13,14,13,16,19,14,4,16
15,15,14,14,16,16,13,10,13,13
14,13,15,16,14,13,15,19,16,20
15,20,20,25,20,8,9,7,20,19
14,15,19,19,19,16,9,21,19,14
20,16,14,21,19,9,15,21,20,19
20,7,19,20,21,21,20,19,21,3
13,7,19,14,15,19,19,15,13,13
31,15,27,25,21,27,13,31,27,25
10,13,-1,10,14,13,7,13,8,13
25,19,25,25,21,25,21,21,25,22
25,7,25,14,15,22,16,19,25,19
10,9,13,9,10,10,10,9,13,13
26,20,21,13,20,21,19,16,20,16
1,9,-1,10,10,4,2,4,7,7
13,19,14,15,14,3,8,13,13,15
25,21,25,25,25,26,26,21,16,25
34,46,46,31,46,33,40,34,34,34
19,14,19,20,10,19,16,19,25,20
22,20,25,21,22,21,25,25,25,25
19,7,15,16,10,16,19,15,7,19
15,19,14,10,19,19,15,16,20,16
13,19,15,21,19,19,15,16,15,21
15,15,14,13,10,14,3,7,14,16
25,25,22,25,26,19,25,20,7,25
25,16,20,22,15,19,22,14,25,19
19,21,19,10,13,19,13,20,20,19
21,21,21,25,25,20,10,20,25,7
13,14,16,14,9,14,13,14,13,14
13,8,13,7,9,8,9,13,13,10
13,14,13,13,8,15,13,10,19,10
15,10,14,9,15,15,9,16,13,19
13,21,25,26,21,21,26,15,21,25
10,8,19,19,16,10,22,16,19,19
13,10,10,4,13,13,14,13,13,15
16,19,13,15,16,13,16,19,20,20
9,13,14,9,13,13,13,14,7,7
14,14,9,13,14,14,14,15,13,13
15,16,21,21,19,22,15,15,20,20
7,8,9,7,9,9,4,8,9,13
22,22,31,31,31,31,32,22,32,28
7,8,8,7,10,8,9,14,7,13
25,10,13,32,28,13,25,22,13,25
20,20,19,19,20,19,19,20,19,7
14,19,4,15,13,9,15,14,20,15
8,7,9,8,8,13,10,13,13,10
25,25,28,25,25,16,25,25,26,13
14,4,8,13,4,9,13,13,10,10
10,10,10,3,7,13,13,14,10,14
25,21,25,25,21,25,4,25,25,22
19,19,19,13,25,19,19,25,20,20
25,25,25,16,25,15,20,16,26,25
14,10,13,13,15,-1,13,13,13,13
22,20,22,19,19,14,25,15,21,21
13,16,19,21,19,25,9,22,25,25
26,27,28,33,27,31,31,31,31,31
20,25,21,21,26,20,25,19,21,26
25,20,20,19,25,21,21,25,21,25
21,25,16,25,26,25,25,25,25,25
26,26,25,22,26,22,25,15,19,16
20,20,20,13,15,10,19,19,20,9
25,20,25,20,22,26,25,21,16,10
15,10,21,9,14,15,14,16,16,13
15,19,22,19,20,25,9,15,20,16
19,16,14,14,15,13,7,13,14,14
34,52,46,52,46,46,52,46,25,40
14,9,10,9,7,7,14,14,9,14
10,13,13,13,15,3,14,7,16,13
13,26,27,26,25,27,31,21,19,28
25,25,19,22,25,22,21,20,25,20
-1,21,13,9,14,14,2,3,4,9
13,15,16,3,13,13,10,4,15,13
21,13,20,22,21,25,13,21,20,13
9,9,13,20,7,14,15,9,9,16
19,19,20,10,20,19,22,13,20,19
15,21,16,10,19,19,19,19,19,10
8,15,19,9,19,16,13,19,20,19
19,10,13,13,7,15,7,3,14,19
8,4,8,13,14,10,13,10,10,13
25,20,22,20,19,21,19,19,21,9
15,10,10,9,13,15,14,10,15,13
14,13,14,15,9,13,13,15,7,13
13,4,14,15,7,13,13,9,13,15
8,10,9,4,8,13,9,13,9,9
7,9,10,8,13,13,8,8,8,13
15,20,25,16,19,20,19,19,21,19
21,19,21,16,20,19,19,19,9,14
21,22,25,20,20,9,20,16,7,20
19,15,20,20,19,13,16,15,13,16
14,13,13,19,13,8,13,15,14,14
21,10,15,7,14,15,13,19,-1,14
20,19,21,20,19,20,20,20,10,22
13,13,10,13,8,9,9,4,13,9
13,15,14,15,19,14,20,8,10,19
14,13,13,15,13,13,19,14,14,10
16,19,19,22,19,19,19,19,19,22
14,3,3,16,19,14,14,10,21,14
22,20,20,20,21,7,10,20,20,25
21,25,25,21,21,16,22,26,15,25
20,-1,14,13,15,19,25,13,25,26
28,26,26,31,27,26,19,31,32,31
15,14,4,9,7,7,13,9,9,9
20,15,-1,20,20,16,19,16,16,20
16,14,7,10,13,15,14,19,9,19
31,27,27,26,25,25,31,26,13,9
4,14,16,19,19,19,19,20,15,13
15,16,9,21,15,19,13,19,15,19
19,22,25,25,26,26,25,19,26,19
8,16,13,7,14,15,19,7,19,9
-1,13,19,19,20,19,4,19,19,19
19,10,15,20,19,21,21,20,20,9
14,14,15,16,14,13,14,13,19,10
9,4,8,9,1,7,10,4,7,-1
21,25,25,21,20,21,22,20,19,21
13,20,15,15,19,13,9,20,13,14
13,8,13,7,7,10,8,8,10,22
3,7,8,13,13,8,8,14,4,13
19,15,9,21,25,20,15,20,16,20
16,15,20,13,13,21,19,8,19,16
19,14,15,15,15,19,16,14,16,13
8,8,10,2,13,8,8,1,14,7
25,10,25,25,19,27,28,25,22,27
25,20,25,21,25,25,20,10,21,22
20,7,-1,19,20,19,16,13,20,19
20,19,19,16,19,13,15,10,8,-1
14,15,9,4,13,15,14,10,7,15
13,9,14,10,13,13,13,13,14,7
13,9,13,10,9,13,14,8,15,9
9,13,10,9,14,15,9,13,13,16
10,13,14,19,13,16,20,19,13,21
13,8,13,16,15,13,10,13,14,14
15,19,19,22,16,19,19,16,19,9
13,20,14,16,19,19,19,-1,14,9
13,16,13,9,14,14,13,13,19,14
1,13,10,7,9,10,7,8,7,10
15,9,9,10,13,13,13,14,13,14
21,19,25,19,15,16,19,7,20,15
20,19,16,21,19,19,20,25,26,14
16,15,8,8,9,14,14,7,14,14
13,10,7,14,15,14,13,13,9,14
13,13,13,14,13,16,16,10,15,19
20,19,19,19,10,20,19,20,19,14
8,9,13,14,13,13,13,14,13,14
15,14,13,10,3,14,13,16,13,14
13,13,10,13,8,14,14,15,15,13
13,16,21,13,21,7,20,19,19,19
9,15,13,14,16,13,15,15,15,4
19,14,16,16,19,4,19,14,16,10
25,13,15,25,25,26,25,25,22,25
26,25,26,22,25,26,31,21,31,16
25,25,15,25,22,27,21,20,22,15
26,21,26,16,25,25,25,10,25,25
19,20,19,19,19,20,21,19,20,26
19,25,21,20,21,8,19,22,21,20
8,8,10,10,7,10,8,13,13,8
32,31,31,33,31,33,25,32,21,32
19,14,22,21,19,21,19,10,9,9
10,25,26,15,19,22,14,20,15,21
22,20,20,20,10,19,13,10,22,19
4,3,9,9,13,7,8,7,8,9
7,10,13,13,9,10,7,9,10,14
13,14,13,4,9,19,14,13,14,13
7,16,9,14,19,14,14,10,19,10
15,13,14,7,13,13,2,13,10,9
19,19,16,9,7,19,16,19,9,15
7,8,8,10,8,8,3,8,3,7
26,25,25,20,26,20,25,26,25,25
34,34,34,46,19,19,34,34,19,46
20,13,13,19,15,19,16,20,21,16
13,14,13,14,14,14,4,14,9,20
16,19,15,15,15,21,19,19,16,19
10,15,19,16,19,20,16,16,10,13
28,28,33,34,28,32,31,33,34,19
19,19,4,15,19,21,19,19,13,19
21,25,15,25,25,25,25,21,22,26
15,14,13,10,9,13,14,13,13,14
16,7,13,10,13,13,14,13,4,7
32,28,27,31,22,33,32,32,31,32
21,16,20,4,25,13,16,19,21,19
10,9,10,3,10,13,1,2,10,8
14,13,10,-1,13,13,13,13,8,10
13,8,7,9,8,7,8,14,8,8
19,19,13,19,21,19,19,4,14,8
25,21,21,22,21,21,10,22,21,15
20,10,19,15,20,25,25,13,20,25
20,20,20,19,13,19,20,9,19,13
14,16,15,16,14,15,19,20,14,15
26,21,25,16,21,19,21,22,22,22
19,20,20,20,19,19,20,21,21,21
-1,19,20,13,10,20,15,22,14,19
16,10,20,19,19,22,19,15,9,20
25,19,19,13,19,25,4,25,7,20
52,52,46,46,34,34,46,46,52,46
22,22,19,25,8,25,16,22,25,22
14,15,14,13,13,14,9,15,14,15
10,26,15,25,27,22,25,25,16,13
3,13,8,9,9,13,15,2,3,4
21,25,21,21,27,21,22,22,25,25
9,13,7,13,7,10,7,8,9,13
2,10,9,10,13,13,13,10,8,16
9,25,20,7,22,25,16,25,20,14
13,15,10,14,16,13,15,15,16,15
21,25,20,21,22,21,22,22,25,21
8,14,13,14,13,9,15,13,10,13
13,10,9,19,14,14,-1,14,14,15
15,21,22,26,25,20,19,21,26,26
25,25,25,25,21,25,21,21,21,27
25,25,21,21,25,25,25,20,25,21
25,14,20,20,21,20,15,20,21,19
25,15,10,26,16,25,26,31,19,26
16,15,14,8,13,14,13,15,7,-1
13,9,9,8,13,13,4,10,10,10
26,21,21,32,22,20,25,25,10,25
19,15,15,20,20,10,14,15,3,25
22,31,33,25,32,32,16,32,32,32
14,10,14,14,13,15,14,3,13,13
15,13,8,4,2,1,3,-1,9,9
26,22,26,26,25,26,22,26,25,20
25,27,25,25,25,22,27,27,26,20
10,14,9,19,8,15,3,15,15,15
19,13,19,15,19,19,19,8,19,19
19,19,4,14,14,19,16,13,10,19
15,13,15,15,19,13,13,15,8,19
19,25,25,22,15,28,27,31,26,21
21,20,13,16,14,21,22,19,20,20
9,13,9,8,4,4,13,14,7,3
15,21,19,19,19,-1,21,14,15,19
52,52,34,52,52,52,34,16,52,52
14,22,22,20,15,20,22,9,19,19
16,15,4,19,14,14,15,15,15,14
14,15,14,9,15,19,15,21,14,19
31,19,26,32,25,21,31,31,31,31
20,13,15,16,-1,20,20,21,7,25
28,32,27,22,26,31,31,28,31,31
22,25,21,20,21,25,25,27,21,27
8,15,15,15,19,19,20,15,19,19
21,20,25,22,19,21,20,21,15,25
9,7,3,4,13,10,10,9,9,9
15,19,16,16,16,16,16,15,13,19
20,25,10,-1,20,14,25,19,20,10
9,15,13,16,21,19,10,14,19,9
16,25,10,21,21,21,14,25,25,25
10,22,19,20,20,10,10,9,13,19
8,9,13,7,8,7,9,8,15,9
13,7,8,15,8,14,8,10,10,8
21,15,21,21,20,25,21,22,19,22
7,14,15,19,14,19,13,16,13,13
13,14,9,-1,13,8,10,13,10,3
21,22,15,21,21,20,26,9,9,20
8,8,1,10,13,7,13,13,9,9
14,10,10,19,9,15,15,14,19,15
4,13,9,8,3,13,13,8,8,8
14,3,14,7,8,9,8,8,7,13
34,25,31,31,32,33,31,13,21,31
27,25,25,28,22,19,26,10,26,13
31,16,26,25,25,13,28,25,25,22
19,19,20,14,20,15,9,16,21,20
13,15,19,13,15,15,15,15,20,16
10,9,8,8,9,8,10,1,9,7
14,13,14,14,9,14,4,9,13,13
26,25,25,25,27,25,22,21,25,25
14,14,9,7,10,10,13,13,9,15
19,20,20,3,19,16,16,14,10,19
15,15,16,15,9,13,14,15,19,3
20,21,19,19,20,19,13,20,20,20
19,10,19,19,20,20,25,20,9,21
25,14,21,25,25,25,25,26,21,25
16,4,19,9,19,20,19,19,19,19
19,15,16,19,21,-1,15,20,15,26
21,19,20,21,21,22,25,20,22,16
1,8,7,10,7,9,2,8,10,9
14,19,15,15,20,19,21,16,19,15
31,31,31,31,27,31,21,32,28,26
13,10,14,13,13,14,13,13,15,13
9,15,9,13,7,14,13,10,13,3
20,19,20,20,20,21,21,21,9,20
25,15,25,26,22,26,14,21,25,16
21,22,21,25,25,25,26,25,26,27
15,14,13,13,15,13,13,14,-1,14
14,19,21,14,21,20,20,16,19,19
19,16,16,15,20,15,16,10,15,19
16,19,19,13,7,14,20,19,20,19
16,13,9,2,9,21,19,20,13,10
15,14,13,14,8,15,14,16,15,8
20,22,25,15,19,19,14,25,21,21
15,10,16,4,19,20,16,20,15,19
10,13,13,13,10,14,13,13,8,19
21,20,25,21,21,16,25,25,25,22
13,9,10,8,8,9,9,10,8,10
16,13,19,19,20,16,20,19,19,4
8,13,7,4,9,8,13,2,13,8
13,4,9,10,9,8,8,2,13,14
21,10,16,16,19,4,20,19,19,21
9,19,7,19,19,20,19,19,20,19
13,16,16,14,14,20,13,10,7,15
19,15,19,8,19,14,19,20,16,21
13,20,16,15,16,22,19,20,19,20
22,13,21,25,20,22,25,22,20,21
7,9,15,9,13,8,15,13,14,9
32,33,33,31,31,32,13,28,32,21
13,19,15,16,14,13,25,14,15,14
7,7,10,9,4,13,14,3,13,7
25,21,21,19,19,21,19,20,21,21
26,20,26,26,22,22,25,25,26,25
14,15,20,19,19,16,21,19,19,14
20,19,25,15,10,20,19,25,20,19
9,14,14,13,13,10,9,13,14,13
8,13,8,7,7,14,9,9,13,9
13,10,15,13,13,13,13,13,13,13
31,31,31,33,25,31,31,32,22,31
14,9,9,3,10,9,10,19,8,10
19,16,20,20,22,16,20,15,20,19
14,7,3,8,19,13,19,13,19,13
15,16,13,19,20,13,15,16,19,14
15,7,15,14,13,10,19,13,10,8
15,16,19,16,31,21,15,25,19,20
15,7,-1,9,15,-1,13,15,7,9
33,33,32,21,34,34,33,32,33,22
20,19,19,15,16,19,19,20,15,19
15,14,16,9,8,19,10,14,13,15
25,19,19,21,25,20,21,20,21,25
22,31,27,25,20,27,25,26,31,27
21,13,10,19,19,20,13,10,19,13
14,20,14,3,16,19,13,15,21,14
10,15,19,19,19,9,-1,19,20,7
-1,4,-1,14,10,15,14,14,9,16
9,10,13,9,8,10,13,9,14,10
22,16,25,25,25,13,20,25,10,16
19,15,14,19,8,25,13,4,15,8
22,21,21,8,25,22,21,19,9,25
10,14,10,9,16,10,8,15,15,14
19,13,14,13,15,8,15,4,14,15
16,21,19,19,13,19,20,10,13,16
16,10,9,20,20,19,19,22,-1,19
9,20,14,14,16,19,20,21,19,10
19,7,13,19,19,19,20,19,21,21
31,16,31,27,32,31,33,26,27,22
15,15,19,10,10,19,7,19,14,19
19,26,25,27,25,25,25,16,19,26
19,9,14,9,7,19,15,13,14,20
3,9,3,13,3,8,13,9,8,8
13,7,9,8,9,7,13,8,13,7
19,14,15,13,15,15,15,13,19,16
19,19,15,15,21,10,13,20,20,13
16,16,16,19,20,10,10,9,15,13
26,20,26,19,25,26,25,25,20,22
21,21,22,20,13,21,19,15,26,20
9,10,10,13,9,13,10,13,10,7
21,21,19,25,20,22,25,26,26,25
19,10,10,21,22,19,20,4,16,19
15,19,19,10,16,19,14,19,14,19
14,13,13,14,10,3,13,7,13,13
14,15,14,9,10,13,14,9,15,15
19,20,14,10,8,19,4,19,20,19
13,8,8,13,14,4,7,13,14,13
32,31,34,25,32,20,31,32,28,21
10,14,14,10,9,4,8,13,15,13
21,14,25,20,20,14,20,19,19,20
8,8,13,13,9,9,13,14,13,14
19,14,13,13,13,14,14,19,15,9
27,31,10,27,26,27,21,25,16,16
15,14,15,16,16,14,19,19,19,19
25,21,20,21,19,22,19,25,25,27
16,10,21,10,20,15,19,19,19,16
16,13,13,28,25,26,9,9,22,16
10,8,-1,9,13,13,14,10,10,9
27,31,15,32,31,31,25,31,32,32
10,19,20,3,20,25,16,19,20,19
21,22,21,19,20,15,16,21,10,19
16,14,14,14,19,20,4,13,19,19
31,27,28,21,26,33,31,28,31,31
14,16,9,16,-1,9,15,15,16,19
8,8,9,10,8,13,14,7,7,8
20,22,22,25,21,19,13,27,22,22
19,19,20,19,10,15,7,15,9,19
8,8,9,9,7,10,8,10,14,13
16,-1,9,20,13,19,-1,16,14,19
3,10,7,8,3,7,13,7,4,7
16,15,19,21,9,15,16,13,19,19
15,19,27,26,33,27,15,25,31,25
2,10,9,10,13,8,13,13,8,9
15,15,15,19,14,16,15,14,16,16
22,26,25,26,27,25,27,25,21,25
14,13,16,10,20,20,20,19,22,20
13,13,16,10,10,14,10,10,14,9
33,25,27,32,34,33,21,32,22,25
21,25,25,31,25,25,21,19,25,26
15,8,13,10,14,8,8,9,8,8
19,14,19,3,13,15,15,20,15,10
14,16,7,13,14,13,10,4,14,10
-1,13,10,15,4,14,14,14,14,13
13,7,14,8,8,8,10,8,13,9
4,10,1,10,8,8,10,7,10,10
20,4,19,15,10,20,19,15,19,19
15,14,15,9,15,13,15,15,15,8
22,2,21,20,19,21,16,19,20,22
15,16,15,16,13,15,14,15,14,19
19,19,19,19,19,20,15,21,19,19
14,10,22,10,16,15,15,3,13,13
8,8,14,7,8,7,8,7,10,13
26,25,21,25,25,26,26,21,22,25
9,20,19,20,22,9,7,19,21,19
4,20,14,14,10,13,13,19,14,7
20,25,16,22,19,21,22,19,25,25
19,22,20,16,19,20,16,20,19,16
31,19,31,27,28,27,33,10,27,31
13,13,14,7,7,13,13,13,13,10
13,13,13,13,14,7,9,13,13,8
4,19,20,10,19,19,19,16,19,20
-1,7,13,14,19,19,19,20,21,19
32,31,33,32,31,31,31,31,31,31
13,15,20,22,15,16,21,19,19,21
28,27,26,25,27,21,25,31,25,26
-1,10,16,21,19,8,19,15,19,13
15,10,13,13,14,14,14,8,13,13
20,14,15,21,20,21,8,20,20,19
14,10,10,19,15,13,13,19,9,14
4,1,8,13,7,13,9,4,8,13
15,32,31,25,25,16,16,31,32,31
9,8,8,9,8,3,14,9,10,10
19,14,15,7,9,16,16,15,13,14
13,13,14,16,16,10,19,19,13,21
19,16,19,19,15,15,19,15,19,15
14,14,13,14,15,14,16,20,14,10
8,8,13,9,14,9,8,4,7,7
20,19,20,19,19,10,25,21,19,9
19,16,16,15,19,19,19,19,15,22
15,16,10,9,15,19,14,15,14,15
4,19,4,19,16,19,14,15,14,10
19,7,20,14,19,19,16,15,14,13
19,16,19,19,21,20,19,20,19,14
15,20,16,19,19,15,14,19,20,13
25,20,21,21,21,15,20,16,20,19
15,19,19,19,19,20,20,16,19,20
15,14,13,13,13,16,15,15,9,15
13,13,20,13,15,13,15,13,4,14
9,21,20,19,15,25,19,20,19,25
