p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
14,14,14,14,16,14,15,16,15,15
16,15,15,20,19,20,9,7,20,4
19,20,22,15,20,15,25,25,20,22
1,3,9,-1,-1,13,9,8,9,13
15,16,14,15,13,20,19,19,19,19
-1,14,15,14,15,9,9,13,-1,14
10,15,10,20,19,20,19,21,19,22
9,19,19,16,14,15,25,19,19,19
19,19,19,20,15,19,21,19,13,19
26,22,20,26,25,25,25,26,27,22
26,16,31,14,27,19,21,27,9,25
13,13,15,13,14,7,13,15,9,7
8,8,3,8,13,4,14,9,8,7
19,19,19,19,15,19,9,15,15,19
15,14,14,19,20,19,16,15,16,19
19,7,19,25,19,20,16,19,16,20
7,15,15,15,19,19,15,19,15,4
20,21,19,19,19,20,19,15,8,19
19,14,22,19,16,22,15,21,19,19
15,19,22,15,16,13,25,22,15,21
10,4,14,13,16,15,10,10,9,9
15,19,19,19,19,7,20,16,19,16
14,15,13,13,15,9,9,14,13,14
25,19,21,22,21,22,22,25,21,25
13,13,14,13,10,14,15,10,15,10
14,15,14,16,13,13,14,14,19,15
20,20,20,16,25,22,15,25,15,16
19,34,31,31,34,32,27,31,31,28
25,25,15,25,25,25,25,22,26,25
19,16,15,19,21,19,16,15,20,20
16,25,21,22,20,7,19,21,21,19
8,8,8,8,8,4,9,13,13,10
13,14,10,15,13,14,14,7,8,16
10,13,13,14,10,13,13,14,14,13
4,8,13,13,13,13,13,8,14,7
20,20,22,20,19,21,31,25,15,25
8,10,10,8,1,9,9,8,9,13
15,9,19,15,13,14,14,15,9,14
20,19,20,7,20,21,20,13,16,8
22,19,21,20,21,21,25,20,20,25
20,22,25,15,20,20,20,20,15,21
9,13,14,14,15,10,13,13,16,14
15,19,20,8,19,20,14,13,20,15
15,20,19,8,10,15,20,10,19,19
10,-1,15,14,14,13,9,13,7,13
31,19,27,26,19,25,26,15,25,25
19,16,16,13,13,16,13,10,10,15
25,26,26,19,26,26,27,26,25,25
25,25,25,25,10,22,25,16,25,22
13,13,14,13,14,15,15,14,15,14
15,21,22,21,20,21,22,9,16,16
15,14,14,19,10,15,13,14,13,16
19,19,15,19,19,19,14,10,10,19
13,4,14,14,8,8,13,8,13,7
13,10,10,14,7,4,8,10,14,13
19,7,7,15,14,16,19,9,20,19
14,20,22,22,19,22,19,19,7,21
19,15,19,19,19,19,21,19,19,20
9,10,10,8,10,3,4,10,15,7
14,14,19,15,15,14,3,7,9,9
14,13,13,14,14,20,16,9,14,19
10,25,21,21,7,21,25,26,15,25
19,21,8,20,19,19,20,19,19,19
1,13,14,13,13,14,14,8,9,7
8,8,1,13,14,2,15,13,9,9
19,16,15,15,15,16,15,19,19,20
10,9,8,8,8,7,10,9,13,8
14,3,13,14,13,8,15,13,8,9
20,15,15,13,14,19,21,15,10,21
16,14,20,15,13,10,25,16,25,25
7,16,13,13,14,9,9,13,13,8
15,21,25,31,26,25,10,28,15,25
10,7,8,10,7,9,3,10,9,10
7,15,9,13,-1,8,9,7,15,14
19,19,19,3,19,19,19,22,10,22
13,13,13,10,13,13,13,9,14,14
15,10,-1,7,21,15,20,13,10,16
7,8,10,10,9,9,13,9,10,7
19,16,14,13,13,15,16,19,22,15
7,9,14,9,7,13,7,13,9,13
10,15,9,14,15,14,15,13,19,15
14,22,19,21,19,19,10,20,16,14
9,8,14,9,9,13,9,8,4,9
19,15,20,14,15,19,15,15,10,19
31,28,31,31,32,28,25,31,32,31
27,27,31,21,27,25,25,26,22,25
16,21,15,14,9,19,19,19,15,19
21,15,15,8,10,19,-1,10,20,14
19,14,10,8,21,19,19,9,16,19
20,25,20,22,19,21,21,16,25,13
31,19,16,22,25,20,21,19,25,19
14,13,8,15,13,14,19,20,16,19
16,19,22,26,25,20,25,20,25,19
20,19,14,15,20,15,19,19,19,19
25,25,16,21,21,25,31,27,25,28
15,10,7,13,9,9,-1,13,14,13
20,22,21,20,20,25,20,25,25,19
3,10,10,13,10,10,8,10,13,8
13,4,14,15,14,15,13,14,13,14
-1,8,10,-1,10,19,20,16,16,9
7,14,8,13,13,8,9,10,9,13
9,10,15,15,20,15,15,14,15,19
19,9,20,9,15,15,15,19,15,20
22,25,15,25,20,25,22,25,21,22
4,10,8,7,13,9,14,10,7,8
19,19,20,19,19,20,21,21,19,25
14,19,15,19,20,19,3,13,16,14
19,21,19,25,21,19,21,21,20,26
25,19,21,19,9,28,25,28,20,25
21,20,25,21,20,25,13,13,13,21
25,20,21,20,21,22,22,25,15,25
15,13,4,9,4,14,13,13,4,14
16,9,20,21,19,21,19,21,21,25
22,25,31,21,26,27,25,27,27,21
13,14,16,13,15,4,15,13,13,10
4,4,9,10,8,9,8,10,9,8
19,13,16,19,22,19,19,20,20,22
19,15,16,22,19,19,21,19,25,19
21,21,25,21,13,25,25,16,20,22
27,28,27,31,31,31,27,26,26,31
14,10,8,4,19,14,19,13,20,16
19,16,10,19,15,16,19,21,15,16
19,21,16,16,20,20,20,19,13,19
13,15,3,16,14,15,16,15,19,15
10,22,21,25,19,20,19,19,21,20
15,10,13,13,10,15,15,15,14,19
9,4,8,7,7,7,13,8,14,8
9,15,9,20,10,16,19,19,20,16
15,14,13,13,7,14,19,13,15,19
14,9,16,15,19,19,15,15,14,20
19,22,25,21,25,13,19,16,25,25
15,19,19,25,19,19,19,9,21,19
13,13,13,13,4,15,13,13,13,13
19,14,10,15,14,13,19,15,15,15
10,14,14,13,16,15,16,15,14,16
19,16,10,9,19,19,20,14,16,20
21,20,19,21,21,20,20,20,9,19
27,22,25,26,15,25,26,31,25,20
16,13,10,13,7,13,8,15,9,7
25,20,4,19,16,19,16,16,25,25
25,10,25,9,31,26,26,27,13,27
8,8,13,4,7,8,13,7,4,9
14,14,15,14,15,19,19,3,19,19
14,14,13,7,13,15,13,14,2,7
52,52,40,34,22,34,46,46,52,52
14,13,19,13,14,13,14,14,9,15
22,19,15,20,21,22,19,20,13,25
15,13,14,19,14,15,20,10,13,20
13,19,19,14,14,13,15,20,19,9
14,14,19,14,16,19,20,16,19,20
13,10,13,9,13,10,10,14,13,13
10,20,10,15,15,19,19,19,-1,19
19,10,13,15,10,14,10,14,9,7
25,19,21,20,21,21,7,20,21,15
14,7,7,10,20,16,14,7,7,15
19,19,19,19,19,16,9,20,19,16
33,33,32,34,32,33,15,25,33,32
20,20,21,22,20,10,15,20,19,20
25,20,26,22,21,20,19,22,19,9
14,13,13,19,13,14,15,14,19,10
33,26,33,31,33,33,34,33,33,46
19,19,13,13,20,19,13,14,16,19
14,19,15,15,16,15,15,15,15,15
9,7,19,16,9,19,13,19,19,20
20,16,-1,19,15,15,14,19,14,21
14,14,19,13,10,15,16,10,14,14
19,10,15,22,19,10,19,19,-1,19
22,21,21,21,25,25,19,21,19,10
21,20,-1,25,27,14,26,22,21,19
16,19,13,13,19,25,19,21,28,20
10,7,8,7,13,8,7,9,14,9
21,20,25,26,15,22,16,25,14,13
9,9,16,13,13,13,10,14,15,14
15,14,15,19,15,16,19,15,13,19
21,16,19,19,20,21,21,14,20,19
10,13,14,13,4,16,20,16,19,21
9,7,14,8,8,9,9,10,4,10
15,9,14,10,8,13,14,13,13,13
16,10,25,10,15,20,16,20,16,19
13,13,3,13,7,13,7,9,1,4
14,8,13,8,9,9,10,14,10,7
21,16,19,19,19,20,19,15,19,19
13,13,15,15,15,13,7,10,13,19
14,9,10,13,9,19,14,16,13,13
19,19,14,19,15,20,16,20,19,19
13,4,15,4,19,15,16,4,8,15
13,3,8,3,7,13,7,13,4,10
14,16,10,25,14,21,21,25,21,25
15,15,15,15,7,15,19,9,15,10
15,14,16,15,15,14,16,14,14,16
16,14,13,13,10,19,10,15,19,19
20,20,19,14,19,19,19,13,19,16
14,14,13,14,7,14,13,14,14,19
21,25,25,20,22,26,25,16,20,21
25,25,22,25,25,26,26,22,19,25
22,22,20,22,26,21,25,19,15,21
25,20,22,15,19,21,21,-1,10,20
9,9,21,16,21,20,20,21,20,20
22,20,21,25,4,21,25,22,14,25
16,20,19,19,19,20,21,19,20,19
20,19,19,15,14,7,15,16,15,10
7,10,9,13,13,10,4,9,8,13
14,20,19,19,19,10,9,14,13,16
20,19,16,19,21,19,13,20,15,10
1,1,10,13,13,2,3,7,7,13
19,14,10,16,15,16,15,14,3,10
14,14,14,14,14,13,19,10,9,13
13,13,9,14,13,13,14,9,14,19
8,13,13,13,8,7,3,7,9,3
13,15,9,8,15,9,13,10,13,14
10,16,15,19,16,19,19,19,10,9
14,16,9,8,14,8,13,8,7,7
14,14,10,15,8,10,14,14,16,7
10,10,13,14,21,14,19,13,13,20
16,16,19,10,19,9,16,15,20,19
13,9,15,10,8,13,8,7,8,10
19,15,13,19,20,19,15,16,10,19
9,8,8,13,13,13,8,4,10,10
13,9,9,13,8,9,13,13,13,13
8,13,13,13,13,13,4,10,13,14
19,15,15,16,19,8,19,14,15,19
14,15,16,20,19,20,14,20,20,21
14,9,14,3,13,7,9,15,8,14
15,16,19,10,10,20,19,19,19,19
15,14,15,13,14,15,15,4,20,10
13,13,14,3,8,14,14,13,9,15
16,15,19,4,16,-1,19,15,19,16
9,13,9,7,13,4,13,13,10,13
19,20,22,20,8,22,19,8,19,20
9,9,14,15,15,7,14,19,14,15
13,15,15,14,14,7,14,10,16,13
15,19,16,16,20,19,16,15,15,7
26,21,25,21,19,19,20,22,25,22
25,27,20,21,13,25,20,19,20,28
21,7,20,16,20,20,19,20,19,14
22,22,16,14,21,21,21,22,19,19
19,20,22,4,13,14,21,15,7,20
19,15,13,15,10,13,3,15,13,9
13,13,14,14,15,13,14,13,3,3
19,14,20,22,9,15,21,25,20,25
9,20,21,27,26,28,31,22,25,21
26,25,25,10,26,19,15,25,21,25
16,26,16,15,25,26,22,13,22,22
9,3,7,9,7,7,13,8,8,10
10,14,13,8,9,8,13,9,9,13
25,25,25,26,25,27,25,25,25,27
13,13,3,10,9,15,14,9,10,10
10,14,7,19,13,13,14,15,10,14
19,10,10,19,20,15,15,20,19,19
13,-1,20,19,15,15,15,19,19,10
14,10,4,13,9,15,14,10,13,16
15,16,14,15,15,15,19,16,15,14
13,15,16,7,19,19,15,16,16,13
13,13,13,13,13,13,9,13,13,2
16,19,21,19,16,25,9,19,15,16
15,2,13,3,13,13,10,9,13,9
19,19,13,21,19,21,15,19,20,16
31,31,25,26,26,28,33,31,28,26
13,13,4,7,14,10,14,13,8,13
20,19,19,13,21,19,13,19,20,19
26,28,26,25,21,25,27,27,25,25
20,21,13,19,20,19,20,20,9,20
8,9,13,10,7,13,4,10,3,13
16,15,10,16,19,25,14,19,10,19
20,19,9,15,13,15,19,13,21,19
31,33,28,31,31,33,34,25,32,22
14,13,20,-1,10,19,13,14,13,13
16,16,19,22,20,15,16,19,20,16
15,16,14,7,15,20,15,16,13,16
19,20,19,19,16,20,19,19,20,19
15,14,14,19,10,19,19,15,3,16
10,19,20,3,19,19,10,15,16,20
21,8,21,25,21,21,25,19,22,25
27,31,31,16,19,25,16,22,31,31
13,10,8,8,13,13,13,4,13,15
14,-1,14,16,19,14,19,19,15,4
7,8,8,15,10,13,9,14,14,15
14,14,13,20,14,13,16,15,16,15
10,10,19,15,16,20,19,15,19,13
10,9,10,9,10,10,13,8,8,9
9,9,10,14,14,-1,13,14,10,15
25,26,28,26,27,26,31,26,26,26
14,9,10,14,10,13,4,13,13,13
25,13,21,25,25,15,20,21,21,25
20,15,19,15,13,19,15,20,20,19
13,10,9,8,14,13,9,13,14,13
31,16,32,25,25,21,31,26,19,27
13,7,8,8,10,7,10,9,15,14
9,20,25,22,25,19,22,20,22,20
20,19,19,20,19,21,21,10,25,15
7,10,10,14,15,15,14,9,19,9
22,25,13,26,14,25,8,31,15,25
13,10,13,13,3,13,14,14,13,13
8,13,14,14,8,9,9,4,9,7
15,13,14,7,13,13,19,13,16,14
20,19,21,21,19,25,21,22,15,22
19,15,19,19,19,20,4,22,9,19
21,7,21,25,26,27,21,25,25,26
20,10,10,19,19,20,21,16,26,25
27,16,10,22,25,25,19,27,10,25
15,16,13,9,14,14,15,14,16,14
20,9,20,19,10,15,14,14,20,19
15,19,7,19,9,15,16,16,15,16
16,21,14,7,19,14,10,14,21,13
15,14,13,15,13,16,9,13,15,3
20,2,19,15,19,25,19,3,4,4
14,13,13,13,15,14,16,8,13,15
10,10,13,9,7,8,10,14,8,9
15,19,20,25,19,19,10,21,20,19
31,33,32,33,16,33,25,33,32,16
25,20,25,25,13,25,26,22,25,25
22,21,22,22,16,10,20,25,25,10
19,14,16,15,3,15,16,14,19,13
7,7,3,8,7,9,14,3,7,10
19,21,20,19,21,25,16,21,15,25
14,16,16,13,7,15,19,14,15,10
2,13,13,8,13,3,3,14,15,14
19,13,14,15,14,13,15,19,15,16
7,13,8,10,9,8,15,9,10,7
13,9,7,1,8,7,13,14,9,14
15,13,15,15,9,15,16,19,15,19
15,14,16,13,14,14,14,15,14,15
22,20,15,28,15,14,25,22,25,16
9,14,13,13,14,16,13,14,15,7
13,8,8,13,9,13,13,14,9,13
20,22,16,19,19,21,19,19,19,20
9,1,8,8,9,7,8,3,13,7
31,15,31,31,31,31,32,31,25,7
20,25,19,16,21,20,20,21,19,25
14,14,15,8,15,14,13,19,14,14
26,25,27,25,27,27,21,21,10,26
20,26,15,32,31,28,27,20,31,31
20,21,16,9,13,19,15,21,19,19
15,10,19,7,19,20,19,16,21,14
19,21,19,19,20,19,20,25,15,13
16,19,16,25,16,8,1,19,19,19
4,19,14,16,15,14,16,19,19,3
13,14,14,14,15,13,19,13,13,13
22,25,22,19,25,19,15,20,22,21
14,10,13,9,14,13,13,13,10,13
15,9,21,19,19,19,19,19,19,20
16,16,14,16,15,13,13,15,19,19
16,13,19,14,4,13,14,13,20,19
19,15,16,4,14,9,16,13,9,14
19,15,15,10,19,7,19,9,16,19
13,13,9,15,13,14,14,15,13,13
25,21,22,10,26,22,25,20,16,21
13,7,8,10,14,7,9,13,13,14
14,13,3,15,14,15,13,14,9,13
13,10,13,14,9,15,14,19,13,13
3,15,16,19,15,10,19,10,19,15
21,10,19,19,19,20,19,19,19,13
14,19,7,7,9,19,15,15,16,9
16,15,14,16,10,13,14,19,16,13
19,20,20,16,21,16,19,20,25,20
10,14,14,14,19,15,13,13,13,13
19,10,9,21,14,25,19,25,22,21
19,20,13,10,14,10,16,15,15,20
25,15,25,25,25,22,21,25,13,25
13,14,19,9,14,20,3,15,7,13
9,13,15,10,13,9,14,14,13,14
25,21,25,19,26,25,25,22,26,19
10,14,13,14,14,15,13,15,15,14
14,8,13,7,1,7,13,9,13,9
16,19,15,16,21,21,13,19,22,13
25,31,33,33,32,32,25,32,33,33
13,9,10,13,9,14,13,16,15,13
9,14,13,13,19,19,14,15,20,15
14,15,14,7,14,13,9,19,14,10
10,14,13,13,13,16,15,10,13,13
22,19,19,13,21,22,21,21,20,26
8,19,14,14,10,16,15,20,9,25
10,14,9,8,8,10,7,14,8,13
14,14,15,19,15,19,7,13,15,16
16,16,19,9,16,15,20,15,9,19
22,15,22,26,21,19,25,25,20,19
8,10,9,13,8,9,13,13,14,2
19,22,13,19,19,15,14,19,14,19
10,10,13,15,2,8,8,4,9,10
19,15,13,7,19,19,15,14,19,19
10,1,15,9,10,14,13,9,1,9
8,10,10,14,1,8,8,7,10,7
14,3,9,8,8,9,10,13,13,7
14,19,19,13,14,13,14,14,10,13
10,15,14,15,14,14,19,16,14,16
25,20,22,21,16,25,21,20,25,20
10,16,21,19,16,20,21,22,13,20
31,31,28,16,31,31,31,28,33,40
13,14,13,14,4,10,9,14,13,13
19,19,16,20,16,19,20,15,20,14
19,13,21,15,16,14,19,14,20,19
15,32,25,31,20,20,33,22,26,31
19,15,20,20,21,15,15,22,8,19
19,21,14,15,20,20,19,15,19,19
25,22,22,25,19,13,22,25,22,26
25,25,10,9,21,21,21,21,21,19
19,19,21,25,14,20,19,20,4,20
10,9,9,8,7,14,13,13,9,10
14,14,14,14,10,15,13,8,9,13
19,15,19,14,20,13,16,19,19,19
13,13,13,14,13,13,9,15,8,9
19,19,19,21,20,13,20,19,16,19
10,8,9,8,10,14,15,13,10,9
14,4,15,16,3,19,13,15,15,13
22,16,25,27,25,13,21,13,26,21
22,19,21,25,25,26,7,26,22,25
15,9,13,8,10,9,13,13,15,13
9,-1,4,15,15,15,16,15,19,13
25,22,9,20,19,25,25,26,25,25
14,16,15,14,19,4,14,16,4,14
16,19,16,15,8,19,19,20,19,19
13,25,21,25,15,20,19,21,21,19
20,15,15,16,13,15,10,14,13,19
15,9,7,13,8,8,3,9,9,4
25,20,22,21,22,19,7,15,25,14
20,16,20,15,10,19,20,20,19,20
19,20,21,15,16,13,16,-1,15,10
21,20,19,16,14,22,22,20,20,19
15,21,14,22,21,25,25,15,26,21
7,14,14,14,10,19,14,15,16,7
15,19,19,16,15,16,13,19,14,15
27,22,25,22,25,21,26,22,25,13
15,16,15,13,16,10,19,10,16,15
19,19,16,20,15,10,21,16,19,19
19,19,19,20,19,20,16,19,14,19
20,20,19,19,19,19,10,20,16,16
3,25,20,22,20,21,20,19,15,19
10,8,1,1,13,9,7,8,13,8
10,8,13,20,14,13,13,14,14,19
19,25,16,20,21,19,22,9,21,16
19,19,21,19,19,21,20,21,21,19
25,25,28,28,25,27,25,31,28,25
26,22,19,16,4,19,21,21,22,25
19,19,20,10,20,19,21,19,20,19
19,15,7,14,15,15,16,20,19,19
20,15,21,19,19,10,21,21,22,22
19,15,9,15,19,9,19,15,15,15
15,15,19,14,21,9,15,14,14,14
20,14,21,19,21,22,16,22,20,16
14,3,14,14,4,10,15,13,9,13
20,15,20,20,16,20,7,19,10,13
7,10,7,8,8,9,9,7,8,8
19,13,15,20,15,10,16,20,15,19
8,13,8,7,10,9,2,13,10,9
9,3,9,15,8,7,13,8,13,10
20,15,20,19,15,19,21,14,16,16
19,15,19,15,15,15,10,19,19,15
28,13,15,25,22,25,25,25,25,26
7,9,13,9,14,13,13,4,9,10
20,16,19,16,22,19,14,20,15,15
13,4,10,10,9,13,8,10,3,10
25,20,4,25,10,21,21,10,25,20
31,31,31,31,32,31,22,31,33,32
20,13,21,15,10,13,7,19,19,25
19,14,15,19,7,13,15,-1,19,14
13,19,14,15,20,15,16,10,19,13
25,22,22,20,25,16,19,21,21,19
13,13,15,15,15,3,7,14,15,13
19,20,19,21,19,21,20,14,21,19
13,13,13,4,14,13,10,9,13,13
10,14,7,19,15,19,13,15,13,13
14,13,-1,13,10,10,10,14,13,13
13,14,10,13,9,2,13,14,10,14
31,31,31,9,27,27,26,31,22,25
15,19,13,19,19,15,15,19,19,20
13,16,15,9,13,13,19,10,13,14
19,14,15,20,19,19,19,16,19,19
15,10,14,7,15,16,15,10,9,13
14,19,19,19,19,16,13,15,15,19
20,21,8,19,3,20,20,20,20,16
14,13,8,13,13,14,13,14,14,13
13,8,13,10,13,15,9,16,19,15
14,9,10,14,15,10,8,14,14,13
22,16,16,21,25,25,16,20,25,21
19,20,4,19,19,21,8,16,19,19
9,19,21,7,22,20,19,19,3,20
7,7,14,9,8,9,8,15,13,8
13,14,16,13,16,15,14,15,14,13
10,16,10,14,9,13,10,15,9,8
28,25,16,25,21,20,25,28,27,26
9,10,19,16,19,19,20,15,9,19
26,19,19,19,21,19,20,20,25,21
25,25,21,19,14,22,22,22,22,20
9,13,2,7,8,13,7,9,10,7
15,14,19,7,14,19,14,19,10,16
14,15,14,9,10,15,13,13,21,15
20,15,21,16,16,21,21,21,20,20
25,26,26,25,25,9,20,26,27,20
16,25,19,19,16,19,25,16,25,20
7,13,10,7,7,8,10,14,14,14
20,19,15,20,20,14,25,19,19,20
15,15,7,15,14,15,16,13,13,9
9,14,15,21,20,9,10,13,14,19
16,19,16,19,4,9,19,16,10,19
13,14,14,14,13,19,13,13,13,14
14,10,20,16,25,26,22,19,19,9
16,20,19,26,19,13,19,10,19,20
13,2,8,8,7,9,8,7,7,13
13,13,9,13,13,7,4,-1,2,7
25,26,31,25,25,26,25,22,25,22
13,13,13,13,13,13,13,13,9,13
19,19,10,14,20,10,-1,19,10,7
19,19,19,10,19,19,19,16,19,15
19,13,14,10,15,19,14,13,15,21
26,26,20,19,26,25,9,21,27,25
16,20,25,16,25,20,25,22,22,22
16,14,16,15,16,16,16,20,13,15
20,19,21,19,21,25,9,19,14,13
9,19,8,9,10,20,14,8,19,13
13,13,14,15,7,13,10,13,13,15
-1,8,14,13,13,10,8,10,13,14
20,22,25,22,20,25,25,21,15,25
10,21,9,21,21,21,10,20,19,22
19,14,14,10,15,13,15,15,16,13
19,22,13,15,20,14,21,10,14,16
7,19,15,15,7,16,15,16,19,16
15,19,13,15,19,14,7,7,9,15
20,19,16,16,22,19,25,25,16,26
10,14,13,13,10,15,14,14,14,7
21,32,19,31,31,32,13,34,33,32
13,20,19,19,19,15,19,20,13,19
9,4,13,9,8,13,10,14,9,9
13,3,15,10,16,10,13,16,14,10
16,15,21,16,22,16,20,25,22,21
-1,7,15,15,19,16,15,16,20,20
26,26,21,26,22,26,15,27,22,19
19,21,21,10,19,20,21,26,-1,-1
14,-1,-1,10,10,15,14,9,10,13
4,21,15,15,16,19,20,16,19,16
15,28,26,31,9,27,26,28,27,27
10,15,14,9,13,14,14,14,15,4
19,14,19,19,10,19,9,20,20,20
20,15,16,13,15,21,19,19,15,7
15,14,14,14,13,13,14,15,13,14
19,15,14,19,19,19,19,22,16,20
10,25,9,10,19,19,10,20,21,21
15,13,20,9,15,19,21,19,20,19
31,25,27,31,25,31,28,25,31,31
20,20,20,20,21,13,21,21,21,21
20,9,16,19,15,10,19,14,16,20
13,4,16,14,14,4,15,8,15,15
13,9,14,16,16,14,10,15,19,14
19,19,16,19,15,9,21,14,19,19
20,13,19,10,22,16,19,13,-1,16
19,19,19,19,20,25,16,21,10,15
13,7,15,13,13,14,15,15,15,14
19,19,20,21,14,19,20,16,22,7
31,32,32,26,31,31,31,31,26,27
21,16,16,19,8,19,20,19,20,21
21,19,20,21,25,14,20,20,19,20
19,4,19,20,15,19,20,19,19,19
19,20,20,21,19,19,19,13,15,15
19,20,19,16,14,21,10,15,16,19
10,20,20,16,13,20,20,19,19,10
19,32,32,27,13,31,31,28,25,32
20,19,19,19,19,20,19,20,20,19
14,21,21,16,21,19,20,20,22,21
19,20,13,19,21,13,20,19,20,20
15,19,13,15,19,15,15,14,19,14
52,34,34,34,46,33,34,33,34,34
13,13,13,15,13,13,14,13,10,4
20,19,19,15,20,15,10,19,10,19
10,10,10,8,14,15,-1,7,15,16
-1,10,13,20,4,19,4,21,19,20
13,16,20,15,19,13,15,19,19,19
4,8,10,9,7,8,14,8,14,9
15,14,15,10,16,15,19,15,15,14
13,14,10,16,15,14,20,15,13,10
20,20,26,-1,-1,21,16,16,20,21
21,19,21,22,15,20,25,10,25,26
14,7,13,19,13,14,13,16,19,14
14,16,14,15,16,9,10,14,7,14
19,19,9,19,20,25,19,8,19,19
4,14,9,15,16,13,16,14,19,14
10,19,16,19,15,14,15,15,19,15
25,25,31,27,27,28,27,26,25,16
20,22,19,21,25,25,25,22,16,16
9,9,13,19,14,19,14,15,15,16
10,10,7,2,13,8,9,13,9,7
19,9,16,19,19,15,19,19,20,20
25,21,25,16,19,26,21,20,15,25
13,19,16,14,14,19,19,15,14,7
9,8,9,9,8,13,9,13,2,10
19,19,22,19,20,21,19,13,16,20
20,20,20,19,21,15,20,19,19,19
20,19,33,20,25,16,19,21,9,21
15,15,15,13,15,15,10,15,20,13
14,8,15,10,9,4,14,10,13,15
4,7,14,13,13,-1,13,14,9,10
14,15,14,8,13,15,8,13,13,15
9,8,15,14,14,16,15,15,16,9
20,22,14,19,16,20,25,9,20,16
19,7,16,16,14,20,19,19,16,15
19,14,13,13,16,-1,16,13,13,13
19,19,10,16,15,20,15,19,19,19
25,25,22,15,22,25,25,25,9,25
21,16,22,21,22,25,25,19,25,22
25,16,16,13,21,16,21,21,14,25
15,13,13,19,20,7,19,16,15,20
15,9,14,13,14,15,15,14,13,10
16,15,14,3,14,10,15,14,16,16
14,13,13,13,10,13,13,15,7,16
20,7,19,10,20,19,21,20,20,20
10,13,14,14,10,14,14,15,14,7
15,19,15,14,15,13,15,8,10,14
26,25,31,27,26,26,27,13,10,26
21,22,25,19,21,10,28,20,20,21
19,21,19,9,15,19,15,19,21,13
22,20,16,4,21,25,20,22,10,20
15,4,20,14,14,15,13,14,14,13
32,28,21,33,32,33,32,32,31,33
25,20,4,20,19,16,21,19,20,19
14,14,15,20,14,19,15,14,15,16
16,13,16,13,10,7,14,15,14,7
20,19,16,14,13,-1,14,15,16,16
13,13,13,13,8,14,13,-1,13,13
9,14,9,8,9,10,13,10,10,9
19,19,20,16,19,21,21,19,20,20
19,19,20,25,19,19,20,20,20,21
15,19,9,14,13,19,16,16,16,14
19,14,14,7,8,13,14,15,15,10
10,7,13,1,1,9,8,8,8,7
19,14,15,19,19,7,10,19,13,15
20,14,13,4,13,19,10,19,19,13
14,14,8,15,19,15,20,9,9,15
9,7,13,13,13,15,14,15,10,19
9,15,16,14,14,14,20,15,16,15
19,20,15,9,22,16,16,19,19,19
9,15,25,22,20,10,15,19,9,25
8,13,10,-1,13,13,14,15,4,15
19,13,19,25,19,19,19,21,19,13
19,19,9,9,13,13,16,10,15,19
13,9,16,20,16,19,10,7,20,19
15,20,20,19,21,16,19,21,16,19
20,25,21,22,26,19,25,25,4,25
13,4,4,13,13,10,14,14,19,14
13,14,13,8,14,13,13,13,13,13
10,9,13,16,15,15,19,19,10,19
19,25,22,21,25,10,26,21,25,10
25,25,16,27,26,26,25,25,25,21
14,19,15,20,20,20,19,9,3,20
10,16,25,20,21,20,21,7,21,13
13,13,10,10,19,14,13,13,13,13
10,13,13,10,14,13,10,13,13,7
25,21,20,19,19,20,25,20,19,20
4,9,8,7,10,9,8,2,8,14
14,13,10,14,15,14,10,13,15,13
15,9,13,9,8,13,10,9,13,14
14,13,19,15,19,20,13,25,15,21
16,20,-1,21,15,19,19,19,21,20
13,13,4,15,14,14,4,13,13,10
19,20,21,25,20,19,20,20,14,16
15,7,19,10,15,19,15,14,19,15
25,26,25,21,15,21,7,26,10,25
13,13,10,14,14,14,15,16,14,19
16,19,19,20,15,4,19,13,14,19
14,13,14,13,16,10,14,13,13,13
25,27,25,19,25,31,25,26,26,25
13,14,16,10,13,16,10,13,13,14
21,19,21,15,15,22,20,21,8,14
20,19,19,21,19,19,19,15,19,19
14,9,19,9,9,15,21,16,8,13
15,19,9,9,14,15,15,10,14,14
14,15,10,16,19,15,15,14,14,15
16,14,13,19,16,15,19,13,19,7
21,15,16,20,20,21,19,19,21,25
19,13,15,19,19,16,19,20,15,22
20,25,19,16,15,25,25,26,20,26
8,8,14,13,9,8,4,13,13,14
22,26,21,19,26,31,22,25,27,25
20,19,4,19,14,21,22,9,22,13
25,19,22,21,21,21,20,15,25,15
19,19,20,15,19,20,25,15,20,21
20,25,28,26,25,27,25,26,15,31
8,19,20,14,16,15,15,19,13,19
9,15,8,8,3,13,10,3,1,7
19,15,19,-1,21,19,15,14,19,19
19,19,25,20,16,25,20,21,20,25
26,25,20,20,25,16,25,21,22,14
13,25,21,21,13,21,20,20,21,19
13,13,19,15,15,13,13,16,13,9
13,13,8,7,10,8,8,9,14,4
15,10,15,13,10,14,14,16,13,19
15,20,20,19,19,10,15,19,9,8
16,9,15,15,19,19,13,15,19,15
15,16,19,19,19,16,19,14,19,10
20,19,19,19,10,13,21,25,19,9
10,13,15,14,13,10,8,13,13,14
25,21,26,19,21,13,25,22,25,25
16,16,19,19,19,19,19,19,14,16
22,15,15,19,19,10,19,15,19,10
14,20,19,14,19,14,15,19,9,13
19,15,15,14,15,14,9,14,15,14
-1,15,10,19,15,16,19,20,9,14
13,13,13,15,14,15,19,13,9,19
10,15,16,16,16,20,19,19,19,20
