player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,team1Win
Lissandra,Kai'sa,Nautilus,Nasus,Kha'Zix,Vi,Vel'Koz,Morgana,Garen,Zed,0
Nami,Fizz,Quinn,Caitlyn,Master Yi,Jhin,Soraka,Syndra,Skarner,Irelia,0
Zac,Yone,Garen,Lucian,Pyke,Sona,Ashe,Shen,Amumu,Kai'sa,0
Yasuo,Ekko,Morgana,Mordekaiser,MissFortune,Kennen,Karthus,Pyke,Katarina,Jhin,1
Graves,Zoe,Sett,Twitch,Nautilus,Morgana,Lillia,Pantheon,Rengar,Ashe,1
Olaf,Yasuo,Ezreal,Neeko,Illaoi,Nautilus,Vayne,Veigar,Yone,Kha'Zix,1
Lulu,Irelia,Teemo,Volibear,Lucian,Jhin,Pyke,Lillia,TwistedFate,Garen,0
Aphelios,Leona,Yone,LeBlanc,Garen,Illaoi,Nunu,Tryndamere,Fiddlesticks,Thresh,1
Lux,Sett,Volibear,Master Yi,Zoe,Warwick,Darius,Vladimir,Yuumi,Morgana,0
Ornn,Evelynn,Ashe,Galio,Brand,Caitlyn,Tryndamere,Olaf,Veigar,Swain,0
Nami,Vayne,Azir,Shen,Dr.Mundo,Kindred,Lux,Ezreal,Yone,Swain,0
Morgana,Jinx,Yasuo,Nasus,Kayn,Leona,Ashe,Anivia,Kha'Zix,Quinn,0
Darius,Twitch,Ivern,Teemo,Yuumi,Master Yi,Urgot,Annie,Leona,Sivir,1
Vayne,Vladimir,Yone,LeeSin,Blitzcrank,Sett,Diana,Zyra,Darius,Tristana,1
Senna,Kassadin,Hecarim,Tristana,Dr.Mundo,Lux,Ashe,Zed,Lillia,Maokai,1
Thresh,Cho'Gath,Zoe,Evelynn,Sivir,Lucian,Alistar,Vi,Garen,Veigar,0
Gragas,Leona,Urgot,Diana,Senna,Ekko,Vel'Koz,Darius,Lucian,Yone,1
Lux,Vayne,Syndra,Yone,XinZhao,Kindred,Bard,Xayah,Yorick,Taliyah,0
Lux,Malzahar,Yasuo,Ashe,Garen,Blitzcrank,Draven,Sett,Cassiopeia,Teemo,1
Kayn,Lucian,Lux,Malzahar,Gangplank,Sett,Yone,Vayne,Galio,Amumu,1
Fiora,Shyvana,Ahri,Rakan,Draven,Warwick,Wukong,TwistedFate,Jhin,Morgana,1
Vladimir,Yone,Garen,Pantheon,Galio,Zyra,Jhin,Annie,Kayn,Shen,0
Darius,Jhin,Viktor,LeeSin,Sona,Jax,Evelynn,Alistar,Ekko,Caitlyn,0
TwistedFate,Tristana,Volibear,Lulu,Renekton,Kha'Zix,Lucian,Sona,Camille,Veigar,1
Swain,Hecarim,Qiyana,Nautilus,Caitlyn,Nidalee,Tryndamere,Ziggs,Jhin,Talon,1
Ahri,Tryndamere,Thresh,MissFortune,Vi,Morgana,Ezreal,Yone,Hecarim,Ekko,0
Irelia,Garen,Volibear,Tristana,Blitzcrank,Urgot,Gragas,TwistedFate,Taric,Caitlyn,1
Morgana,Xerath,Kindred,Lux,Galio,Shaco,Dr.Mundo,Tristana,Fiddlesticks,Mordekaiser,0
Irelia,Aatrox,Xayah,Kha'Zix,Morgana,Hecarim,Lux,Jhin,Shen,Kassadin,0
Senna,LeeSin,Leona,Mordekaiser,Yone,Irelia,Yuumi,Tristana,Graves,Lux,0
Azir,Lux,Caitlyn,Yorick,Shaco,Ahri,Kai'sa,Nami,Graves,Mordekaiser,1
Vladimir,Nunu,Poppy,Kai'sa,Yasuo,Volibear,Thresh,Kalista,Shyvana,Qiyana,1
Yone,Yasuo,Master Yi,Yuumi,Jinx,Senna,Talon,Ahri,Twitch,Shaco,0
Bard,Jhin,Nasus,Yone,Veigar,Leona,Shyvana,Ezreal,Jax,Cassiopeia,0
Ekko,Yone,Kai'sa,Gnar,Alistar,Sylas,Yuumi,Warwick,Dr.Mundo,Ezreal,1
Lucian,Heimerdinger,Nami,Teemo,Graves,Leona,Cho'Gath,Zoe,Rengar,Jhin,0
Master Yi,Lux,Senna,Garen,Zed,MissFortune,Ekko,Talon,Braum,Fiora,1
Zac,Nautilus,Teemo,Yasuo,Kai'sa,Yuumi,Tristana,Vladimir,Amumu,Tryndamere,0
Twitch,Udyr,Malphite,Yone,Lux,Tristana,Veigar,Hecarim,Soraka,Renekton,1
Nasus,Sett,Jhin,Warwick,Cassiopeia,Alistar,LeeSin,Yasuo,Caitlyn,Diana,0
Udyr,Jinx,Lissandra,Teemo,Kayle,Darius,Nunu,Caitlyn,Nami,LeBlanc,0
Zac,Karma,Yone,Garen,Ezreal,Illaoi,Ashe,Malphite,Hecarim,Ahri,0
Shen,Veigar,Master Yi,Jinx,Thresh,Urgot,Yone,Nautilus,Aphelios,Katarina,0
Xayah,Warwick,Ahri,Sona,Pantheon,Caitlyn,Zed,Sion,Kayn,Annie,0
Volibear,Malzahar,MissFortune,Nami,LeeSin,Sett,Cho'Gath,Mordekaiser,Karthus,Ashe,1
Camille,Wukong,LeBlanc,Caitlyn,Rakan,Ashe,Skarner,Akali,Soraka,Riven,1
Lux,Ashe,Nasus,Senna,Hecarim,Pyke,Ekko,Darius,Ezreal,Brand,0
Mordekaiser,Kha'Zix,Bard,Caitlyn,Zed,Zac,Leona,Jhin,Lillia,JarvanIV,0
Kayn,Senna,Twitch,Morgana,Fiora,Viktor,Jhin,Zac,Yone,Lux,1
Renekton,Veigar,Kalista,Udyr,Lux,Katarina,Sona,Shaco,Vladimir,Ashe,1
Swain,Syndra,Sylas,Ekko,Fiora,Nami,Amumu,Ezreal,Yone,Riven,0
Kha'Zix,Malphite,Jinx,Leona,AurelionSol,Ryze,Skarner,Caitlyn,Blitzcrank,Tryndamere,1
Teemo,Kha'Zix,Lux,Veigar,Ezreal,Vayne,Urgot,Trundle,Pyke,Lillia,1
Ekko,Ashe,Swain,Warwick,Garen,Nunu,Diana,Yone,Pyke,Kai'sa,0
Kindred,Teemo,Lux,Orianna,Twitch,Caitlyn,Ekko,Ahri,Morgana,Garen,1
Ezreal,Vi,Nasus,Brand,Sylas,Vayne,Volibear,Pyke,Yasuo,Kayn,1
Draven,Pyke,Vel'Koz,Kayn,Illaoi,Graves,Volibear,Soraka,Katarina,Lucian,1
Garen,Kai'sa,Yone,Olaf,Zilean,Alistar,Nidalee,Sett,Vladimir,Tristana,0
Zac,Lucian,Kayle,Swain,Amumu,Malphite,Kassadin,Brand,Ashe,Nunu,1
Zilean,Evelynn,Quinn,Ashe,Yasuo,Nasus,Thresh,Vayne,Master Yi,Ekko,1
Quinn,Orianna,Ashe,Kha'Zix,Swain,Teemo,Yuumi,Twitch,Amumu,Akali,0
Galio,Hecarim,Shen,Brand,Tristana,Blitzcrank,Caitlyn,Ahri,Kindred,Sett,0
Renekton,Cassiopeia,Kayn,Jinx,Blitzcrank,Ashe,Braum,Orianna,Sejuani,Irelia,0
Master Yi,Morgana,Mordekaiser,Ashe,Ahri,Fiddlesticks,Leona,Zed,Singed,Vayne,0
Garen,Yone,Ivern,Ashe,Soraka,Bard,Nunu,Nasus,Master Yi,Lucian,0
Neeko,Caitlyn,Mordekaiser,Graves,Bard,Sett,Blitzcrank,Senna,Akali,Camille,1
Kennen,Ahri,Zac,Caitlyn,Lux,Camille,Ziggs,Ashe,Veigar,Shaco,0
Garen,Fiddlesticks,Nautilus,Ashe,Ahri,Malphite,Jax,Ezreal,Yone,Shen,1
Rakan,Yasuo,Gragas,Kassadin,Hecarim,Singed,Ashe,Volibear,Ahri,Lulu,1
Lissandra,Sona,Illaoi,Yone,Kayn,Renekton,Warwick,Ahri,MissFortune,Braum,1
Kai'sa,Zilean,Trundle,Diana,Volibear,Orianna,Fiddlesticks,Malphite,Kindred,Caitlyn,1
Morgana,Vi,Pantheon,Kayle,Lucian,Kindred,Teemo,MissFortune,Illaoi,Viktor,0
Ezreal,Leona,Malphite,Rammus,Yone,Morgana,Lillia,Garen,Lucian,Zed,1
Zoe,Teemo,Singed,Fiora,Kayn,Caitlyn,Nami,Fiddlesticks,Riven,Syndra,0
Ashe,Warwick,Viktor,Yuumi,Hecarim,Senna,Jinx,Amumu,Shen,Kayle,1
Irelia,Senna,Zed,Kha'Zix,Ezreal,Yone,Morgana,Nocturne,Kai'sa,Fizz,1
Sett,Morgana,Caitlyn,Yasuo,Volibear,Fiddlesticks,Ahri,Karma,Ashe,Riven,1
Kled,Ziggs,Tristana,Ekko,Yuumi,MissFortune,Akali,Morgana,Fiora,Udyr,1
Leona,Lucian,Graves,Kassadin,Mordekaiser,Udyr,Jax,Pantheon,Tristana,Sylas,0
Thresh,Vayne,Tryndamere,Hecarim,XinZhao,Lucian,Viktor,Shen,Ekko,Lulu,0
Twitch,Brand,Lucian,Shen,Volibear,Kha'Zix,Jhin,Karma,Mordekaiser,Yasuo,0
Kayn,Yasuo,Nasus,Kalista,Morgana,Kassadin,Urgot,Yone,Sivir,Thresh,1
Caitlyn,Nunu,Yasuo,Cassiopeia,Nami,Yone,Lucian,Xerath,Master Yi,Jax,1
Trundle,Jhin,Urgot,Blitzcrank,Caitlyn,Renekton,Teemo,Veigar,Kai'sa,Rammus,1
MissFortune,Yone,Neeko,Warwick,Nautilus,Lulu,Nunu,Caitlyn,Nasus,Ahri,1
Graves,Akali,Soraka,Darius,Draven,Yasuo,Janna,Shen,Sylas,Yone,0
Vayne,Camille,Viktor,Karma,Jax,Sett,Nautilus,Caitlyn,Neeko,Nunu,1
Shen,Sona,Kled,Evelynn,Twitch,Nidalee,Yone,Yasuo,Kai'sa,Nami,1
Yone,Draven,Amumu,Mordekaiser,Braum,Sona,Hecarim,Garen,Tristana,Veigar,0
Lillia,Zed,Lucian,Darius,Galio,Volibear,Ahri,Poppy,Vayne,Lux,1
Graves,Taric,Ezreal,Yone,Katarina,Hecarim,Caitlyn,Galio,Aatrox,Taliyah,1
Ekko,Corki,Nami,Tryndamere,Sivir,Kha'Zix,Senna,Pyke,Anivia,Malphite,0
Yone,Nasus,Caitlyn,Heimerdinger,Kayn,Ornn,Brand,Orianna,Jinx,Master Yi,0
Nautilus,Kindred,Tristana,Yone,Riven,Ashe,Zed,Maokai,Rengar,Zilean,0
Volibear,Urgot,Vayne,Nautilus,Anivia,Zac,Talon,Senna,Shen,Caitlyn,0
Sejuani,Ashe,Morgana,Sion,Zed,Garen,Lulu,Xerath,Lucian,XinZhao,0
Sylas,Vi,Thresh,Lucian,Gangplank,Kha'Zix,Kassadin,Ezreal,Lulu,Urgot,0
Renekton,Olaf,Senna,LeBlanc,Caitlyn,Sona,Lux,Shen,Ahri,Shaco,0
Yasuo,Pyke,Thresh,MissFortune,Evelynn,Garen,Lillia,TwistedFate,Ziggs,Jinx,0
Yuumi,Malphite,Master Yi,Veigar,Pyke,Heimerdinger,Kai'sa,Kha'Zix,Sylas,Brand,0
Ezreal,Sett,Renekton,Elise,Zyra,Taliyah,Pantheon,Kalista,Qiyana,Akali,0
Nasus,Leona,Amumu,Zilean,Kai'sa,Vi,Ezreal,Lillia,Renekton,Pantheon,1
Jhin,TahmKench,Zac,Veigar,Blitzcrank,Thresh,Trundle,Renekton,Ashe,Ekko,0
Warwick,Urgot,Renekton,Brand,Vayne,Sejuani,Mordekaiser,Malphite,Tristana,AurelionSol,0
Caitlyn,Ekko,Lillia,Volibear,Thresh,Soraka,Shaco,Ezreal,Blitzcrank,Camille,0
Akali,Zed,Amumu,Bard,Draven,Kayn,Vladimir,Galio,Senna,Caitlyn,0
Lulu,Zoe,Tristana,Warwick,Tryndamere,Ahri,Annie,Karma,Caitlyn,Evelynn,0
Nocturne,Jax,Zoe,Vel'Koz,Kai'sa,Riven,Galio,Skarner,Ezreal,Lux,0
Rumble,Caitlyn,Lillia,Morgana,Kayle,Yone,Vayne,Warwick,Mordekaiser,Senna,0
Caitlyn,Evelynn,Morgana,Poppy,Shen,Nidalee,Illaoi,Ziggs,Karma,Ezreal,1
Illaoi,Nasus,Caitlyn,Talon,Bard,MissFortune,Warwick,Veigar,Blitzcrank,Ornn,0
Kled,Kindred,Jinx,Sett,Morgana,Ashe,Senna,Jax,Diana,Sylas,1
Pyke,Tristana,Shen,Heimerdinger,Master Yi,Taric,Sona,Yone,Volibear,Jax,1
Orianna,Thresh,Caitlyn,Sett,Irelia,Nasus,Ekko,Yasuo,Senna,Pyke,0
Yorick,Gragas,Yone,Ashe,Morgana,JarvanIV,Vladimir,Cassiopeia,Jhin,Shen,1
Darius,Volibear,Senna,Kassadin,Ezreal,Talon,Jhin,Pyke,XinZhao,Kayle,0
Singed,Tristana,Kha'Zix,Swain,MissFortune,TahmKench,Kindred,Gangplank,Kayn,Yasuo,1
Bard,Yone,Ornn,Sett,MissFortune,Yuumi,Shen,Lux,Ashe,Master Yi,0
Ashe,Thresh,Wukong,Kayle,Galio,Kassadin,Hecarim,Sona,Malphite,Lucian,0
Darius,Swain,Sylas,Lux,Caitlyn,Kayn,Xayah,Karma,Teemo,Ahri,1
Tristana,Vi,Lux,Swain,Yone,Ashe,Leona,Cassiopeia,XinZhao,Garen,1
Lucian,Bard,Maokai,Rek'Sai,Ahri,Yone,Soraka,Jinx,Teemo,Volibear,1
Ahri,Master Yi,Teemo,Jhin,Maokai,Darius,Pyke,Sivir,Malphite,Xerath,1
Vayne,Lulu,Rammus,Diana,Shen,Blitzcrank,Jax,Poppy,Ezreal,Yone,1
Vel'Koz,Caitlyn,Jax,Amumu,Yasuo,Yone,Warwick,Teemo,Heimerdinger,Zyra,0
Nautilus,Jinx,Yasuo,Mordekaiser,Hecarim,Lux,Draven,LeeSin,Aatrox,Neeko,1
Zac,Galio,Fiora,Sett,Caitlyn,Lulu,Twitch,Nunu,Veigar,Camille,0
Mordekaiser,Tristana,Taric,Tryndamere,Shaco,Gnar,Lulu,Vayne,LeBlanc,Nunu,1
Ezreal,Sona,Volibear,Ahri,Jax,Vayne,Sejuani,Katarina,Taric,Vladimir,0
Volibear,Kennen,Twitch,Yasuo,Yuumi,Nasus,Azir,Caitlyn,Kindred,Zyra,1
Morgana,Lucian,Kassadin,Olaf,Yasuo,Yuumi,Malphite,Wukong,Vladimir,Sett,0
Shaco,Yone,Ezreal,Zac,Mordekaiser,Camille,Sejuani,Annie,Ashe,Yuumi,0
Veigar,Volibear,Ahri,Caitlyn,Teemo,Camille,Jinx,Blitzcrank,Akali,Hecarim,1
Brand,Yone,Kai'sa,Shyvana,Riven,Cho'Gath,Akali,Caitlyn,Kindred,Karma,0
Leona,Twitch,Olaf,Ahri,Yone,Senna,Caitlyn,Sylas,Yasuo,Warwick,0
Amumu,Caitlyn,Thresh,Urgot,Nocturne,Ezreal,Kayn,Neeko,Garen,Zoe,1
Nasus,Senna,Ezreal,Lux,Teemo,Volibear,Ahri,Garen,Soraka,Aphelios,0
Syndra,Twitch,Swain,Amumu,Yone,Caitlyn,Kindred,Akali,Zed,Pyke,0
TwistedFate,Riven,Morgana,Volibear,Lucian,Soraka,Katarina,Sion,Ezreal,LeeSin,1
Jinx,Azir,Kayn,Lulu,Fiora,Leona,Talon,Quinn,Veigar,Shaco,1
Ekko,Kai'sa,Sion,Ahri,Swain,Renekton,Zoe,Jinx,Lux,Nidalee,1
Zilean,Ashe,Orianna,Poppy,Vayne,Evelynn,Irelia,Nasus,Ezreal,Yuumi,1
Senna,Caitlyn,Yone,Kled,Fiddlesticks,Lulu,Ezreal,Graves,Renekton,Talon,0
Yone,MissFortune,Morgana,Yasuo,Trundle,Irelia,Quinn,Leona,Rammus,Teemo,0
Janna,Draven,Kayn,Ekko,Darius,Malphite,Lillia,Yasuo,Xayah,Rakan,1
Ashe,Thresh,Master Yi,Kassadin,Vayne,Rek'Sai,Kayle,Kai'sa,Azir,Nautilus,0
Lulu,Renekton,Warwick,Sylas,Vayne,Nautilus,Evelynn,Yasuo,Jinx,Malphite,1
Xayah,Akali,Rakan,Shaco,Renekton,Darius,Ashe,Heimerdinger,Kindred,Nunu,0
Ashe,Cassiopeia,Rengar,Senna,Maokai,Illaoi,Kayle,Vayne,Bard,Volibear,1
Zac,Soraka,Talon,Jinx,Vayne,Quinn,Lux,Karthus,Yone,Nunu,0
Garen,Ezreal,Thresh,Akali,Skarner,Talon,Vayne,Elise,Pyke,Sion,0
Jax,Kai'sa,Lux,Zed,Nasus,Senna,Ashe,Nunu,Garen,Cassiopeia,0
Kindred,Fizz,Kai'sa,Urgot,Soraka,Lucian,Kassadin,Teemo,Rek'Sai,Brand,1
Yone,Rengar,Tristana,Yuumi,Garen,Nami,Morgana,Amumu,Caitlyn,Fiora,1
Rengar,Leona,Tristana,Morgana,Kennen,Wukong,Lucian,Pantheon,Nunu,Janna,1
Zyra,Vayne,Yone,LeBlanc,Olaf,Swain,Garen,Kassadin,Hecarim,MissFortune,0
Twitch,Volibear,Morgana,Yone,Kha'Zix,Caitlyn,Wukong,Rakan,Hecarim,Vladimir,1
Shen,Vladimir,Master Yi,Tryndamere,Evelynn,Ahri,Swain,Caitlyn,Malphite,Rengar,0
Nautilus,Gragas,Caitlyn,Gangplank,Fizz,Skarner,Kassadin,Yuumi,Kindred,Aatrox,0
Talon,Tryndamere,Braum,Lucian,Jax,Yasuo,Sona,Ashe,Ahri,Volibear,0
Kayle,Master Yi,Tristana,Yuumi,Katarina,Rakan,Jhin,Renekton,Sona,Yone,0
Kled,Morgana,Master Yi,Lux,Lucian,Ahri,Lillia,Lulu,Nasus,Ezreal,0
Orianna,Mordekaiser,Lux,Neeko,Caitlyn,Leona,Darius,Malphite,Heimerdinger,Ashe,1
Tryndamere,Teemo,MissFortune,Pantheon,Fiddlesticks,Malphite,Shaco,Yone,Jinx,Garen,1
Nocturne,Nami,Caitlyn,Jax,Yasuo,Ziggs,Mordekaiser,Xayah,Yone,Volibear,0
Twitch,Zed,Ekko,Nami,Sion,LeeSin,Fizz,Camille,Zilean,Caitlyn,0
Shen,Evelynn,Ahri,Zed,Ashe,Nautilus,Sett,Sylas,Udyr,Jhin,0
Kennen,Orianna,Jhin,Sona,Trundle,Malphite,Nasus,Yone,Senna,Yasuo,0
Lux,Kayn,Soraka,Shen,Ziggs,Caitlyn,Garen,Lillia,Ahri,Leona,0
Nidalee,Lucian,Yuumi,Annie,Renekton,Caitlyn,Sett,Jax,Nautilus,Ekko,0
Galio,Jinx,Evelynn,Vel'Koz,Sion,Rakan,Shen,Caitlyn,Zoe,Teemo,1
Zyra,Swain,Nunu,Talon,Mordekaiser,Wukong,Jayce,Ekko,Nami,Jhin,0
Bard,Singed,Yone,Gragas,MissFortune,Karthus,Ezreal,Zoe,Volibear,Thresh,1
Pyke,Irelia,Kindred,Qiyana,Ashe,Jinx,Yone,Diana,Nautilus,LeBlanc,0
Nasus,Ahri,Shen,Ashe,Master Yi,Veigar,Yuumi,Garen,Nunu,Yasuo,0
Fiora,Vayne,Volibear,Ashe,Leona,Ahri,Illaoi,Xayah,Sejuani,Morgana,1
Ziggs,Bard,Olaf,Mordekaiser,Caitlyn,Morgana,Yasuo,Aphelios,Malphite,Volibear,1
Soraka,Graves,Katarina,Jinx,Teemo,Nunu,Ezreal,Yuumi,Wukong,Orianna,1
Udyr,Lux,Jax,Sona,Ezreal,Orianna,Master Yi,Lucian,Leona,Renekton,1
Kayn,Viktor,Ashe,Alistar,Yorick,Morgana,Pantheon,Lucian,Sion,Hecarim,1
Udyr,Brand,Ahri,Ashe,Shen,Yone,Garen,Teemo,Yasuo,MissFortune,0
MissFortune,Olaf,Heimerdinger,Morgana,Lillia,Ahri,Ashe,Nautilus,Yorick,Kindred,1
Karma,Xayah,Qiyana,Olaf,Rumble,Sylas,LeeSin,Urgot,Nunu,Draven,1
Dr.Mundo,Yone,Lucian,Nocturne,Morgana,Nami,Warwick,Malphite,Jinx,Yasuo,1
Pyke,Tristana,Lucian,Singed,Fiddlesticks,Teemo,Urgot,Hecarim,Yone,MissFortune,0
Tristana,Master Yi,Zoe,Swain,Cho'Gath,Morgana,Lillia,Lux,Caitlyn,Nocturne,0
Nasus,Rengar,Swain,Anivia,Jhin,Heimerdinger,Soraka,Caitlyn,Ahri,Volibear,1
Volibear,Veigar,MissFortune,Sivir,Warwick,Orianna,Kindred,Shen,Thresh,Yasuo,0
Malphite,Soraka,Azir,Shyvana,Caitlyn,Fiddlesticks,Shen,Ezreal,Swain,TwistedFate,1
Jax,Sylas,Sona,Yasuo,Wukong,Trundle,Jhin,Garen,Cassiopeia,Janna,0
Lillia,Qiyana,Riven,Bard,Kai'sa,Sett,Poppy,Kayle,Xayah,Zyra,0
Teemo,Senna,Ezreal,Ahri,Warwick,Zilean,Kha'Zix,Diana,Trundle,Caitlyn,0
Qiyana,Garen,Kai'sa,Nami,Hecarim,Shen,Vladimir,Neeko,Warwick,Jhin,1
Hecarim,Wukong,Zed,Sona,Ezreal,Shen,LeeSin,Galio,MissFortune,Jhin,1
Fiddlesticks,Yasuo,Kai'sa,Jax,Bard,Ziggs,Leona,Olaf,Vladimir,Jhin,1
Ekko,Sett,Jayce,Thresh,Varus,Caitlyn,Braum,Warwick,Zed,Akali,1
Lux,Yasuo,Urgot,Rengar,Yone,Poppy,Caitlyn,Karma,Tryndamere,Ahri,0
Neeko,Thresh,Caitlyn,Nocturne,Lillia,Yasuo,Zyra,Yone,Shen,Warwick,1
Warwick,TwistedFate,Braum,Ezreal,Nasus,Bard,Vel'Koz,Caitlyn,Fiddlesticks,Kled,0
Galio,Akali,Karthus,Teemo,Tristana,Kai'sa,Yone,Brand,Nasus,Jax,0
Gnar,Hecarim,Caitlyn,Pyke,Ahri,Sion,Ashe,Leona,Rek'Sai,Akali,1
Lux,Yone,Vayne,Nunu,Tryndamere,Camille,Blitzcrank,Caitlyn,Warwick,Yasuo,0
Tristana,Elise,Senna,Yuumi,Ahri,Cassiopeia,Wukong,Lucian,Alistar,Zac,1
Warwick,Brand,Ezreal,Neeko,Teemo,Lux,Kai'sa,Lillia,TwistedFate,Darius,0
Lillia,Teemo,Volibear,Jinx,Lux,Taric,Syndra,Varus,Shen,LeeSin,1
Vel'Koz,Jhin,Ekko,Vi,Jax,Maokai,Fiora,Lux,Tristana,Senna,1
Riven,Vayne,Lulu,Annie,Ekko,Hecarim,Twitch,Yone,Soraka,Garen,1
Tristana,Thresh,Yone,Ivern,Maokai,Teemo,Dr.Mundo,Kai'sa,Morgana,Kindred,0
Nami,Trundle,Fiddlesticks,Ashe,Zed,Yone,Sona,Jhin,Garen,Rek'Sai,1
Yone,Lux,Malphite,Pantheon,Ezreal,Bard,Evelynn,Singed,Sivir,Zed,1
Jhin,Talon,Yone,Riven,Blitzcrank,Camille,Yasuo,Fiddlesticks,Ashe,Nami,0
Amumu,Katarina,Garen,Zyra,Caitlyn,Ahri,Pantheon,Zac,Ashe,Jayce,0
Yone,Yuumi,Vladimir,XinZhao,Jhin,Ahri,Lillia,Caitlyn,Karma,Poppy,0
Yone,Lillia,Ziggs,Singed,Pyke,Garen,Caitlyn,Janna,Rammus,Zoe,0
Shen,Volibear,Quinn,Senna,Twitch,Sett,Caitlyn,Poppy,Mordekaiser,Ezreal,1
Corki,Talon,Morgana,Caitlyn,Vi,Soraka,Yone,Tristana,Ekko,Lux,0
Lucian,Amumu,Teemo,Morgana,Fizz,Nautilus,Olaf,Galio,Nasus,Kai'sa,1
Brand,Swain,Volibear,Draven,Trundle,Malzahar,Graves,Malphite,Maokai,MissFortune,0
Shaco,Shen,Master Yi,Jhin,Ahri,Senna,Jinx,Tryndamere,Yone,Hecarim,1
Morgana,Garen,Xayah,Lillia,Graves,Sona,Katarina,Jax,Jinx,Renekton,1
Thresh,Talon,Tryndamere,Caitlyn,Singed,Evelynn,Garen,MissFortune,Teemo,Yasuo,0
Diana,Irelia,Jayce,Kayn,Kayle,Swain,Hecarim,XinZhao,Kalista,Pantheon,0
Volibear,Nasus,Jinx,Yuumi,Yasuo,Garen,Hecarim,Nami,Caitlyn,Yone,1
Tryndamere,Sona,Tristana,Kha'Zix,Ryze,Wukong,Kai'sa,Bard,Yone,Rammus,1
Heimerdinger,Garen,Amumu,MissFortune,Nautilus,Leona,Orianna,Warwick,Ashe,Teemo,1
Lulu,Volibear,Aphelios,Dr.Mundo,Yone,Gnar,Ahri,Lux,Caitlyn,LeeSin,0
Senna,Yone,Amumu,Renekton,Lux,Malzahar,Jax,Jinx,LeeSin,Thresh,0
Malphite,Tristana,Yasuo,Hecarim,Lulu,Ornn,Ahri,Warwick,Swain,Jhin,0
Yone,Soraka,Fizz,Jax,Caitlyn,Kha'Zix,Swain,Ashe,Riven,Zilean,0
Garen,Malphite,Warwick,Yone,Morgana,Kayle,Alistar,Vladimir,Graves,LeBlanc,1
Amumu,Kennen,Yone,Sett,Kai'sa,Yorick,Ahri,Caitlyn,Morgana,Rammus,0
Sona,Jinx,Garen,Dr.Mundo,Malzahar,Swain,Shen,Rammus,Akali,Sivir,0
Garen,Yone,Ezreal,Olaf,Janna,Kha'Zix,Tristana,Akali,Gnar,Sona,0
Galio,Riven,Yone,Xerath,Jhin,Amumu,Yuumi,Irelia,Soraka,Ziggs,1
Yasuo,Taric,Gnar,Nunu,Caitlyn,Annie,Kalista,Blitzcrank,Evelynn,Malphite,0
Darius,Jayce,Ekko,Jinx,Soraka,Nautilus,Kalista,LeeSin,Sett,Ahri,0
Garen,Aphelios,Pyke,Neeko,Vi,Yone,Ashe,Nami,Evelynn,Jax,1
Yone,Bard,Vayne,Fiora,Ekko,Veigar,Nocturne,Mordekaiser,Senna,Morgana,0
Vi,Darius,Sona,Cho'Gath,Tristana,Jinx,Lulu,Yone,Gnar,Nidalee,0
Vladimir,Zed,Aphelios,Soraka,Hecarim,Karma,Wukong,Malphite,Jhin,Nunu,0
Irelia,Jinx,Rakan,Master Yi,Kog'Maw,Nidalee,Bard,Qiyana,Kennen,Ezreal,1
Yone,Nidalee,Nautilus,Xayah,Gangplank,Twitch,Neeko,Volibear,Lulu,Tryndamere,1
Sion,Lulu,Twitch,Vel'Koz,Zac,Anivia,Kayn,Lux,Vayne,Xayah,1
Shyvana,Shen,Jhin,Lux,Karma,Kennen,Kayn,Soraka,Ezreal,Nautilus,0
Lulu,Galio,Graves,Jinx,Jayce,Vladimir,Warwick,Senna,Ezreal,Katarina,1
Master Yi,Sona,Lucian,Brand,Dr.Mundo,Ashe,Yasuo,Morgana,Tryndamere,Kayn,1
Graves,Ashe,Lux,Illaoi,Vel'Koz,Sylas,Yuumi,Tryndamere,Ezreal,Vayne,0
Yone,Thresh,Nidalee,Darius,Ashe,Yuumi,Ekko,Yasuo,Camille,Lucian,1
Blitzcrank,Annie,Sett,Kennen,Senna,Wukong,Draven,Yone,Veigar,Anivia,1
Yone,Caitlyn,Morgana,Sion,Rek'Sai,Nami,Evelynn,Vayne,Zed,Graves,0
Jhin,Teemo,Sona,XinZhao,Viktor,Soraka,Yone,Olaf,Kai'sa,Lillia,1
Shen,Vel'Koz,Amumu,Jhin,Yone,Kha'Zix,Lucian,Lux,Garen,Galio,1
Shen,Shyvana,Ezreal,Sett,Lucian,Vel'Koz,Riven,Ashe,Senna,Kayn,0
Ashe,Diana,Warwick,Yuumi,Teemo,Jhin,Yasuo,Evelynn,Sona,Yone,1
Malphite,JarvanIV,Ezreal,Lucian,Tryndamere,Alistar,Akali,Kha'Zix,Tristana,Yone,1
Rengar,Akali,Fizz,Sona,Jinx,Kayle,Ezreal,Olaf,Katarina,Karma,0
Akali,Volibear,Blitzcrank,Jax,Kalista,Vel'Koz,Mordekaiser,Yone,Sona,Jhin,1
Volibear,Evelynn,Ezreal,Leona,Caitlyn,Pyke,Mordekaiser,MissFortune,Shyvana,Camille,0
Jinx,Camille,Ekko,Lulu,Akali,Caitlyn,Gnar,Sylas,Warwick,Sona,0
Morgana,Graves,Ezreal,Ekko,Brand,Kayn,Jinx,Talon,Akali,Braum,0
