player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,team1Win
Talon,Kayn,Lux,Aphelios,Ahri,Morgana,Wukong,Ezreal,Akali,Warwick,1
Leona,Jinx,Olaf,Malphite,Yone,Ezreal,Brand,Urgot,Dr.Mundo,Veigar,0
Teemo,Renekton,Nami,Fizz,Kayn,Sivir,Warwick,Malphite,Wukong,Heimerdinger,0
Blitzcrank,Yasuo,Vladimir,Nocturne,Caitlyn,Rammus,TwistedFate,Maokai,Morgana,Draven,0
Gnar,Bard,Katarina,Pantheon,Caitlyn,Yone,MissFortune,Nautilus,Vladimir,Ekko,1
XinZhao,MissFortune,Swain,Garen,Lux,Soraka,Mordekaiser,Caitlyn,Sett,Teemo,0
Vayne,Yuumi,Galio,Trundle,Warwick,Sona,Garen,Lillia,Nocturne,Jhin,0
Ahri,Fiddlesticks,Morgana,Jhin,Irelia,Swain,Yone,Jinx,Thresh,Evelynn,0
Kayle,Lux,Jinx,Master Yi,Cassiopeia,Ekko,Lillia,Ashe,Darius,Taliyah,1
Ekko,Jhin,Vel'Koz,Hecarim,Mordekaiser,Orianna,Thresh,Sett,Jinx,Sion,1
Jhin,Renekton,Brand,Galio,Olaf,Yone,Swain,JarvanIV,Sion,MissFortune,0
Camille,Lillia,Warwick,Senna,Ziggs,Shaco,Jinx,Volibear,Amumu,Annie,0
Yone,Darius,MissFortune,Nautilus,Ezreal,Draven,Lux,Diana,Malphite,Master Yi,0
Jhin,Graves,Illaoi,Senna,Akali,Vel'Koz,Camille,Hecarim,Lucian,Heimerdinger,0
Hecarim,Ziggs,Yorick,Janna,Caitlyn,Garen,Ahri,Rammus,Senna,Aphelios,0
Zed,Ezreal,Mordekaiser,Vi,Garen,Galio,Jhin,Vayne,Cassiopeia,Rammus,1
Sona,Mordekaiser,MissFortune,Fiddlesticks,Graves,Lillia,Lux,Darius,Sett,Ezreal,0
Teemo,Master Yi,XinZhao,Tryndamere,Kai'sa,TahmKench,Soraka,Yasuo,Cho'Gath,Diana,0
Singed,Ashe,Olaf,Bard,Nautilus,Zoe,Kha'Zix,Jax,Lulu,Tristana,1
Pyke,Ahri,Dr.Mundo,Jhin,Darius,Lux,Vayne,Ziggs,Sylas,Yone,1
Nasus,Leona,Jhin,Teemo,Malphite,Evelynn,Zed,Maokai,Singed,Ashe,0
Talon,Camille,Lulu,Caitlyn,Malphite,Ashe,Yuumi,Neeko,Volibear,Tryndamere,1
Yone,Ekko,Kindred,Lucian,Nautilus,Jhin,Brand,Syndra,Warwick,Rammus,1
Yasuo,Galio,Kled,Ziggs,Ezreal,Caitlyn,Viktor,Riven,Sejuani,Alistar,0
Camille,Brand,Senna,Fizz,Ekko,Fiora,Nocturne,Sivir,Vladimir,Malphite,1
TwistedFate,Volibear,Caitlyn,Evelynn,Leona,Karma,Vayne,Elise,Dr.Mundo,Yone,1
Yone,Swain,Zyra,Warwick,Vayne,Yasuo,Shaco,Nautilus,Neeko,Wukong,1
Elise,Sett,Thresh,Yasuo,Yone,Vladimir,Jax,Wukong,Yuumi,Vayne,1
Twitch,Poppy,Master Yi,Ekko,Zyra,Graves,Camille,Xayah,Nami,Quinn,1
Galio,Neeko,Nasus,Caitlyn,Kayn,Janna,Yone,Volibear,Fizz,Ashe,0
Sona,Kassadin,Sett,Vayne,Volibear,Kled,Caitlyn,Vel'Koz,Evelynn,Nautilus,0
Nidalee,Zyra,Ashe,Shen,Zed,Camille,Kindred,Anivia,Tristana,Pantheon,1
Kha'Zix,Shen,Akali,Lucian,Sona,Illaoi,Jax,Yasuo,Ashe,Swain,1
Pyke,Zoe,Lucian,Volibear,Akali,Skarner,Zac,Sivir,Yasuo,Singed,0
Swain,Vi,Caitlyn,Olaf,Ziggs,Jhin,Shaco,Ekko,Anivia,Fiora,0
Warwick,Brand,Ezreal,Diana,Yasuo,Ashe,Vi,Leona,Ziggs,Shen,0
Caitlyn,Lux,Quinn,Jax,Yone,Hecarim,Jhin,Yorick,Katarina,Zilean,1
Kayn,Yone,Jhin,Lux,Jayce,Ahri,Jax,Darius,Xayah,Rakan,0
Orianna,Morgana,Shen,Ashe,LeeSin,Vayne,Lucian,Lulu,Yasuo,Ekko,1
Mordekaiser,Lux,Evelynn,Ezreal,Vel'Koz,Janna,LeeSin,Irelia,Aatrox,Ziggs,1
Trundle,Diana,Teemo,Jinx,Nami,Tristana,Lux,Ornn,Pantheon,Volibear,0
Sona,Lucian,Zed,Volibear,Sett,Shen,Warwick,Kalista,Sion,Fiddlesticks,0
Shen,Warwick,AurelionSol,Blitzcrank,Jhin,Gangplank,Ashe,Nautilus,Akali,Kindred,0
Ashe,Morgana,Shyvana,Malphite,Yasuo,Warwick,Kai'sa,Vel'Koz,Yone,Aatrox,0
Sona,Lux,Galio,Amumu,Riven,Ekko,Urgot,Caitlyn,Olaf,Karma,0
Elise,Kayle,LeBlanc,Janna,Kai'sa,Jinx,Poppy,Ekko,Kha'Zix,Soraka,1
Ryze,Sejuani,Irelia,Lulu,Ashe,Qiyana,Hecarim,Garen,MissFortune,Brand,0
Swain,Jhin,Urgot,Pantheon,Fizz,Caitlyn,Yuumi,Katarina,Sett,Master Yi,1
Ahri,Vayne,Zyra,Garen,Warwick,Riven,Graves,Swain,Jhin,Draven,1
Nautilus,Vayne,TwistedFate,LeeSin,Jhin,Twitch,Xerath,Riven,Rengar,Lulu,0
Hecarim,Shen,Lux,Vayne,Vladimir,Orianna,Volibear,Morgana,Garen,Jinx,0
Vi,Zoe,Tryndamere,Lux,Ezreal,Varus,Kassadin,Garen,Rengar,Lulu,1
Vayne,Shen,Aatrox,Nautilus,Nidalee,Cassiopeia,Thresh,Malphite,Singed,Kayn,1
Master Yi,Yone,Shen,Nami,Tristana,Ekko,Nautilus,Ashe,Karthus,Swain,0
Lucian,Zoe,Sona,Nidalee,Caitlyn,Jhin,Senna,Gnar,Evelynn,Annie,0
Annie,Ezreal,Riven,Kayle,Master Yi,Caitlyn,Mordekaiser,Olaf,Fizz,Senna,0
Twitch,Lux,Urgot,Caitlyn,Garen,Nasus,Syndra,Nunu,Thresh,Jinx,0
Jinx,Zed,Vladimir,Blitzcrank,Akali,Caitlyn,Nunu,Nami,Ahri,Sylas,0
Swain,Kha'Zix,Ahri,Yone,Vayne,Veigar,Kai'sa,Dr.Mundo,TahmKench,Janna,0
Senna,Zed,Wukong,Elise,Lissandra,Fizz,Kennen,Zac,Lucian,Leona,0
Morgana,Vladimir,Twitch,Viktor,Volibear,Senna,Caitlyn,Shen,Amumu,Talon,0
Jax,Ahri,Sona,Ryze,Ezreal,Diana,Irelia,Sett,Orianna,Yasuo,0
Sivir,Ivern,Leona,Gangplank,Teemo,MissFortune,Garen,Vladimir,Xerath,Sett,0
Illaoi,Ashe,Zed,JarvanIV,Nami,Twitch,Nasus,Yasuo,Master Yi,Lulu,1
Sion,Yone,Katarina,Leona,Kalista,Sett,Darius,Caitlyn,Neeko,Sylas,1
Thresh,Fiora,Zed,MissFortune,Ekko,Sett,Darius,Kai'sa,Qiyana,Leona,1
Ezreal,Hecarim,Ekko,Yasuo,Swain,Graves,Jhin,Senna,Mordekaiser,Qiyana,0
Kennen,Xayah,Rakan,Warwick,Diana,Sion,Lux,Volibear,Yasuo,Jhin,0
Caitlyn,Nocturne,Morgana,Renekton,Ahri,Ezreal,Elise,Shen,Anivia,Syndra,1
Ezreal,Kassadin,Volibear,Tryndamere,Yuumi,Fizz,Karma,Leona,Twitch,Shaco,1
Garen,Rengar,Tristana,Lux,Yasuo,Ekko,Shyvana,Draven,Yuumi,Yone,0
Aphelios,Teemo,Karma,Olaf,Malzahar,Volibear,Ashe,Morgana,Swain,Gnar,0
Garen,Azir,Jhin,Thresh,Jayce,Qiyana,Darius,Senna,Ashe,Shen,0
Brand,Garen,LeeSin,Zilean,MissFortune,Soraka,Ashe,Jax,Sett,Fizz,0
Veigar,Thresh,Jinx,Darius,Garen,Shen,Twitch,Shaco,Fizz,Ekko,0
Yorick,Yone,Nautilus,MissFortune,Qiyana,Warwick,Varus,Soraka,Yasuo,Urgot,0
Veigar,Yuumi,Yasuo,Poppy,Wukong,Ivern,Garen,Leona,Kai'sa,Kindred,0
Riven,Ekko,Sona,Jhin,Diana,Jax,Ezreal,Karma,Orianna,Elise,0
Caitlyn,Kennen,Nocturne,Zed,Pantheon,Malphite,Kha'Zix,Leona,Aatrox,Tristana,0
Ashe,Tristana,Evelynn,Taric,Jax,Yone,Caitlyn,Janna,Warwick,Teemo,0
Morgana,Mordekaiser,Jhin,XinZhao,Katarina,Ekko,Sejuani,Nami,Sivir,Vladimir,0
Darius,Ekko,Vayne,Hecarim,Soraka,Lux,Jhin,Sett,Wukong,Ahri,0
Jax,Jinx,Morgana,Sett,Neeko,Ekko,Blitzcrank,Tryndamere,Caitlyn,Karthus,1
Kayn,Ashe,Yone,Teemo,Karma,Jax,Zyra,Annie,Tryndamere,Tristana,0
Renekton,Nocturne,MissFortune,Irelia,Karma,Draven,Yuumi,Urgot,Rammus,Neeko,0
Twitch,Pantheon,Neeko,Fizz,Blitzcrank,Viktor,Rengar,Cassiopeia,Alistar,Lucian,1
Volibear,Annie,MissFortune,Blitzcrank,Cho'Gath,Yasuo,Ahri,Zac,Sivir,Morgana,0
Caitlyn,Sion,Katarina,Pyke,Warwick,Zoe,Nami,Senna,Shaco,Darius,1
Nasus,Elise,Annie,Lucian,Morgana,Ezreal,Hecarim,Lux,Malphite,Tristana,0
Kennen,Morgana,Udyr,Lucian,Ahri,Illaoi,Swain,Fiddlesticks,Ezreal,Shyvana,0
Thresh,Xayah,Kindred,Neeko,Teemo,Diana,Leona,Kha'Zix,Jax,Caitlyn,0
Lulu,Vayne,Jax,Annie,Mordekaiser,Brand,MissFortune,Nasus,Master Yi,Ahri,0
Yone,Renekton,Morgana,Amumu,Caitlyn,Ornn,Senna,Aphelios,Yasuo,Evelynn,1
Azir,Veigar,Kayn,Taric,Lucian,Yone,Graves,Jhin,Zilean,Jayce,0
Xayah,Thresh,Shaco,Illaoi,Yone,Rumble,Fizz,Ashe,Nautilus,Skarner,1
Camille,Graves,Kassadin,Senna,Nami,Ezreal,Sion,LeeSin,Diana,Sona,1
Camille,Olaf,Taliyah,Swain,Jhin,Master Yi,Sett,Sivir,Zilean,Lillia,0
Yuumi,Draven,Pyke,Malphite,Evelynn,Lissandra,Sett,Kayn,Sona,Lux,0
Skarner,Xerath,Sion,Ahri,Jhin,Rumble,Ashe,Sona,Gragas,Yasuo,1
Sett,Nunu,Vel'Koz,Varus,Thresh,Dr.Mundo,Nautilus,Ashe,Fiddlesticks,Akali,1
Yasuo,Lucian,Pyke,Rumble,Skarner,Vladimir,Blitzcrank,Lillia,Mordekaiser,Ezreal,0
Caitlyn,Volibear,Sett,Ryze,Cho'Gath,Yone,Evelynn,Jax,Ashe,Senna,0
Caitlyn,Graves,Akali,Nautilus,TwistedFate,Jhin,Ahri,Mordekaiser,Galio,Olaf,0
Yasuo,Maokai,Vi,Kayle,Ashe,Shaco,Malphite,Irelia,Vayne,Teemo,1
Lucian,Diana,Warwick,Yasuo,Yone,Xerath,Syndra,Rakan,Nunu,MissFortune,0
Morgana,Ekko,Kha'Zix,Caitlyn,Urgot,Ahri,Hecarim,MissFortune,Fiora,Zyra,1
Tristana,Mordekaiser,Soraka,Zed,Yone,Kindred,Garen,Ezreal,Galio,Blitzcrank,0
Udyr,TahmKench,Katarina,MissFortune,Leona,Zed,Riven,Ashe,Karthus,Sona,1
Kayle,Kayn,Yasuo,Lucian,Xerath,Warwick,Darius,Draven,LeBlanc,Nautilus,1
Fizz,Volibear,Yone,Lucian,Malphite,Kayn,LeBlanc,Jinx,Mordekaiser,Morgana,1
Ahri,Garen,Elise,Blitzcrank,Draven,Talon,Lux,LeeSin,Tryndamere,Caitlyn,0
Shen,Vel'Koz,Swain,Cho'Gath,Caitlyn,Lux,Jinx,Garen,Annie,Kha'Zix,1
Sivir,Zac,Kassadin,Vayne,Sona,Ekko,Akali,Ashe,Yone,Thresh,1
Cassiopeia,Warwick,Nautilus,Rumble,Draven,Twitch,Yone,Jhin,Garen,Nocturne,0
Ezreal,Lux,Dr.Mundo,Akali,Rengar,Ashe,Diana,Nasus,Ekko,Morgana,0
Sylas,Nautilus,Kai'sa,Volibear,Orianna,MissFortune,Brand,Xerath,Vi,Graves,0
Singed,Veigar,Kayn,Ezreal,Nami,Teemo,Senna,Yasuo,Yone,Malphite,0
Kha'Zix,Amumu,Vayne,Yasuo,Yone,Rakan,Master Yi,Akali,Kai'sa,Garen,1
Wukong,Tristana,Tryndamere,Morgana,Qiyana,Fiddlesticks,Brand,Yone,Zed,Ezreal,1
Volibear,Ezreal,Yone,Nautilus,Lillia,Lucian,Rengar,Mordekaiser,LeeSin,Yuumi,0
Tristana,Rakan,Kayn,Yasuo,Akali,Shen,Morgana,Malzahar,Caitlyn,Nunu,0
Cho'Gath,Braum,Corki,Jinx,Teemo,Gnar,MissFortune,Zoe,Kha'Zix,Master Yi,0
Shen,Lux,Vel'Koz,Master Yi,Jinx,Amumu,Yuumi,Illaoi,Kai'sa,Mordekaiser,1
Fiddlesticks,Nocturne,Tryndamere,Jhin,Morgana,Gragas,Malphite,Wukong,Yasuo,Shyvana,1
Annie,Ashe,Lillia,Teemo,Fizz,Jax,Jhin,Yasuo,Morgana,Gragas,1
Nunu,Caitlyn,Senna,Lux,Renekton,Yuumi,Aphelios,Shen,Yone,Skarner,0
Caitlyn,Zilean,Nasus,Volibear,Yone,Morgana,Aphelios,Swain,Kennen,Nocturne,0
Soraka,Volibear,Kai'sa,Shyvana,Yasuo,Vi,Trundle,Nami,Jhin,Galio,1
Annie,Zac,Riven,Vayne,Yuumi,Ashe,Blitzcrank,Ahri,Sett,LeeSin,1
MissFortune,Swain,Kha'Zix,Fiora,Yone,Nautilus,Nunu,Draven,Lux,Yasuo,0
Blitzcrank,Ashe,Master Yi,Teemo,Yone,Amumu,Darius,Talon,MissFortune,Sivir,0
Vladimir,Yasuo,Evelynn,Jhin,Nautilus,Tryndamere,Wukong,Brand,Trundle,Akali,0
Jhin,Twitch,Yone,Lux,Dr.Mundo,Urgot,Pyke,Ahri,MissFortune,Evelynn,1
Sett,Rengar,Yone,Alistar,Xayah,Pyke,Vayne,Shen,Lux,XinZhao,0
Fiora,Talon,Ashe,Lulu,Evelynn,Elise,Malphite,Caitlyn,Camille,Yone,1
Jax,Nidalee,Kassadin,Ashe,Sona,Leona,Ezreal,Yone,Kayn,Evelynn,1
Sona,Fizz,Dr.Mundo,Mordekaiser,Ezreal,Zilean,Lux,Udyr,Caitlyn,Riven,0
Nocturne,Heimerdinger,Caitlyn,Morgana,Kayn,Lucian,Alistar,Yasuo,Jax,Sylas,0
Lulu,Caitlyn,Nunu,Zed,Sett,Soraka,Jhin,Rengar,Kindred,Ahri,0
Poppy,Vel'Koz,Warwick,Malphite,MissFortune,Zyra,Caitlyn,Teemo,Rek'Sai,Irelia,0
Ryze,Garen,Rammus,Vel'Koz,Jhin,Jax,Draven,Janna,Sett,Vladimir,1
Karma,Yasuo,Irelia,Gragas,Fiddlesticks,Ziggs,Lucian,Graves,Zilean,Garen,0
Garen,Malzahar,MissFortune,Ekko,Braum,Shaco,Zilean,Jhin,Malphite,Syndra,1
Jhin,Nasus,Vladimir,Morgana,Taliyah,Ekko,Jax,Ryze,Caitlyn,Thresh,0
Lucian,Pantheon,Mordekaiser,Nami,Hecarim,Darius,Sona,Sivir,Sylas,Kayn,0
Teemo,Caitlyn,Sejuani,Trundle,Yone,Ekko,Jax,Garen,Tristana,Soraka,1
Karma,Ashe,Kha'Zix,Akali,Gangplank,Yone,Riven,Tristana,Thresh,Vi,0
Fizz,Mordekaiser,Nunu,Pyke,Jhin,Urgot,Evelynn,Sylas,Senna,Aphelios,1
Gangplank,MissFortune,Yone,Pyke,Heimerdinger,Caitlyn,Shaco,Akali,Orianna,Xerath,1
Draven,Yone,Fiora,Brand,Kayn,Kai'sa,Morgana,Fizz,Zac,Illaoi,0
Kayn,Vayne,Swain,Tryndamere,Yasuo,Nautilus,Master Yi,Yone,Ashe,Illaoi,1
Gangplank,Veigar,Thresh,Olaf,Orianna,Kayle,Senna,Leona,Lillia,Jhin,0
Sona,Lucian,Sett,Master Yi,Ekko,Teemo,Amumu,Yone,Jhin,Zed,1
Thresh,Lucian,Riven,Nunu,Ahri,Hecarim,Ashe,TwistedFate,Rengar,Rakan,0
Yuumi,Akali,Yasuo,Aphelios,Volibear,Mordekaiser,TwistedFate,MissFortune,Teemo,Amumu,0
Thresh,Wukong,Jhin,Malphite,Yasuo,Yuumi,LeBlanc,Ezreal,Vladimir,Shyvana,0
Ashe,Aatrox,Thresh,LeeSin,Viktor,Garen,Pyke,Orianna,Kai'sa,Kindred,1
Lux,Caitlyn,Illaoi,Evelynn,Yasuo,Ashe,Fiddlesticks,Volibear,Zilean,Talon,1
Diana,Kha'Zix,Rengar,Kai'sa,Thresh,Lulu,Shaco,Xayah,Garen,Veigar,0
Bard,Irelia,Kai'sa,LeeSin,Aatrox,Blitzcrank,Lucian,Elise,Jax,Ahri,1
Tristana,Master Yi,Yone,Nami,Galio,Volibear,Thresh,Ashe,Ekko,Graves,0
Tristana,Fiora,Kha'Zix,Galio,Shen,Ekko,Aatrox,LeBlanc,Twitch,Thresh,1
Sejuani,Lux,Jax,Ezreal,Ahri,Graves,Gragas,Kassadin,Tristana,Urgot,0
Ezreal,Nami,Akali,Sett,Yasuo,Blitzcrank,Fiddlesticks,Jhin,Jax,LeBlanc,0
Hecarim,Diana,Caitlyn,Renekton,Swain,Yone,Rengar,Zilean,Yorick,Ashe,1
Brand,Twitch,Riven,Yasuo,Warwick,Kayn,Zyra,Teemo,Caitlyn,Yone,0
Brand,Zyra,Irelia,Kassadin,Lucian,Galio,Kayn,Sett,Lux,Caitlyn,0
Pyke,Ezreal,Irelia,Lissandra,Vi,Vladimir,Caitlyn,Morgana,Graves,Wukong,0
Camille,Fizz,Pyke,Sett,Ezreal,Sylas,Shen,Kog'Maw,Lulu,Shaco,0
MissFortune,Senna,Shen,Wukong,Ahri,Zac,Fizz,Ashe,Zyra,Yorick,0
Garen,Xerath,Nunu,Senna,Jhin,Lulu,Jax,Quinn,Ezreal,Thresh,1
Sett,Shen,Fizz,Fiddlesticks,Senna,Lulu,TwistedFate,Jax,Ivern,Jinx,1
Yuumi,Lucian,Ahri,Riven,Vi,TwistedFate,Renekton,Caitlyn,Sett,Kindred,0
Zyra,Kayn,Nasus,Yuumi,Twitch,Sivir,Ezreal,Brand,JarvanIV,Mordekaiser,1
Brand,Yone,Illaoi,Ezreal,Kha'Zix,Ornn,Ahri,Shaco,Irelia,Caitlyn,0
Nocturne,Braum,Nasus,Zed,Tristana,Lux,Hecarim,Viktor,Kayle,Ezreal,0
Fizz,Illaoi,Volibear,Aphelios,Leona,Ashe,Ahri,Yone,Pyke,Olaf,1
Yasuo,Blitzcrank,Fiddlesticks,Wukong,Jayce,Tryndamere,Shen,Caitlyn,Ekko,Yone,0
Ekko,Lulu,Heimerdinger,Garen,Twitch,Caitlyn,Pyke,Master Yi,Mordekaiser,Karthus,0
Thresh,Jhin,Rammus,Kassadin,Renekton,Yasuo,Nasus,MissFortune,Alistar,Kindred,1
Olaf,Aphelios,Mordekaiser,MissFortune,Rakan,Kayn,Maokai,Ekko,Lulu,Ezreal,0
Leona,Ahri,Shen,Caitlyn,Tryndamere,Master Yi,Senna,Nautilus,Akali,Zac,0
Nasus,Vayne,Sona,Rengar,Yone,Morgana,Tristana,Diana,Nunu,Teemo,1
Fizz,Draven,Senna,Warwick,Aatrox,Orianna,Garen,Zilean,Amumu,Ashe,0
LeBlanc,Darius,Lucian,Nami,Garen,Urgot,Master Yi,Yone,Senna,Vayne,0
Jhin,Garen,Ekko,Karma,Ahri,Vi,Kai'sa,Brand,Kassadin,Teemo,0
Soraka,Mordekaiser,Wukong,Yasuo,Nocturne,Orianna,Karma,Vayne,Malphite,Kindred,1
Brand,Rengar,MissFortune,Darius,Akali,Garen,Ekko,Lucian,Zilean,Talon,0
Irelia,Jhin,Brand,Caitlyn,Gragas,Wukong,Vayne,Mordekaiser,Renekton,Blitzcrank,0
Zoe,Fiora,Hecarim,Ashe,Brand,Riven,Wukong,Lulu,Jinx,Shyvana,1
Urgot,Akali,Kayn,Galio,Kalista,Garen,Bard,Ekko,Yone,Ezreal,1
Blitzcrank,XinZhao,Yone,Teemo,Ziggs,Ahri,Garen,Rengar,Lucian,Leona,0
XinZhao,Sett,Yasuo,Nasus,Tristana,Pyke,Singed,Draven,Mordekaiser,Annie,0
MissFortune,Akali,Fiddlesticks,Rakan,Darius,Yone,Irelia,Vi,Malphite,Swain,0
Caitlyn,Karma,Ziggs,Hecarim,Gnar,MissFortune,Shen,LeBlanc,Graves,Pyke,0
Orianna,Ezreal,Jax,Mordekaiser,Soraka,Fizz,Shen,Caitlyn,Thresh,Udyr,1
Nasus,Irelia,Ezreal,Morgana,Rumble,Yone,Amumu,Katarina,Caitlyn,Lux,0
Morgana,Ekko,Kled,Caitlyn,Neeko,Leona,Sejuani,Sivir,Ahri,Yone,1
Sona,Kai'sa,Vi,Zed,Shen,Swain,Kog'Maw,Pantheon,Maokai,Ivern,0
Aatrox,Kayn,Zed,MissFortune,Yuumi,Udyr,Akali,Lillia,Lucian,Neeko,0
Sona,Yone,Lux,Garen,Ashe,Irelia,Renekton,Vi,Bard,Tristana,0
Zoe,Ashe,Master Yi,Darius,Blitzcrank,Fizz,Ezreal,Shen,Lux,Taliyah,1
Sona,Caitlyn,Evelynn,Shen,Veigar,Jhin,TahmKench,Zac,Riven,Syndra,1
Nasus,Lulu,Aphelios,Kha'Zix,Ziggs,MissFortune,Taric,Kayle,Lux,Amumu,1
Galio,Malphite,Jinx,Janna,Kha'Zix,Ezreal,Shen,Warwick,Lux,Ziggs,1
Morgana,Wukong,Karthus,Jhin,Kayle,Ashe,Kindred,Orianna,Jax,Leona,1
Shaco,Pantheon,Mordekaiser,Sona,Lux,Evelynn,Katarina,Ornn,Pyke,Sivir,1
Kha'Zix,Jhin,Swain,Camille,Lux,Lulu,Kog'Maw,Sion,LeeSin,Akali,1
Volibear,Ahri,Ashe,Malphite,Soraka,Ezreal,Yone,Vi,Xerath,Wukong,1
Ziggs,Fizz,LeeSin,Jhin,Brand,Volibear,Lissandra,Illaoi,Caitlyn,Lux,0
Yone,Ornn,Kha'Zix,Sett,Cassiopeia,Caitlyn,Morgana,Garen,Nautilus,Nidalee,0
Ashe,Leona,Kayn,Darius,Yasuo,Evelynn,Yone,Soraka,Caitlyn,Riven,0
Lux,Jinx,Lulu,Kindred,Shen,Karma,Swain,Vi,MissFortune,Garen,1
Zilean,Urgot,Sivir,Yone,Sett,Brand,Evelynn,Jhin,Camille,Morgana,0
Wukong,Ashe,Amumu,Fizz,Master Yi,Teemo,Senna,Caitlyn,Shaco,Zoe,1
Tristana,Ekko,Urgot,Morgana,Kayn,Volibear,Yone,Jinx,Ryze,Lux,0
Urgot,Sylas,Evelynn,Senna,Ashe,Shen,Syndra,Zed,Caitlyn,Volibear,1
Vladimir,Sona,Master Yi,Garen,Caitlyn,Morgana,Jayce,Graves,Diana,Senna,1
Thresh,Yasuo,Karthus,Ekko,Volibear,Ashe,Evelynn,Irelia,Nunu,Alistar,0
Blitzcrank,Lucian,Veigar,Wukong,Yone,Annie,Tristana,Nasus,Zac,Brand,0
Pantheon,Kayn,Yasuo,Gnar,Yone,Fiddlesticks,Kai'sa,Zed,Dr.Mundo,Blitzcrank,0
Mordekaiser,Yone,Skarner,Nami,Ashe,Caitlyn,Fiora,Malphite,Yuumi,Twitch,1
Morgana,Caitlyn,Rengar,Poppy,Ahri,Brand,Ezreal,Dr.Mundo,Zed,Evelynn,0
Teemo,Vi,Ezreal,Anivia,Veigar,Thresh,Lucian,Xerath,Talon,LeeSin,0
Jinx,Thresh,Mordekaiser,Vi,Hecarim,Sona,Jhin,Morgana,Warwick,Garen,0
Brand,Azir,Tryndamere,Nunu,Ezreal,Sion,Karthus,Soraka,Lucian,Olaf,1
Lux,Yone,Pyke,Kai'sa,Jax,Annie,Caitlyn,Kayn,Anivia,Garen,0
Yasuo,Hecarim,Urgot,Viktor,Lux,Sylas,Jax,Brand,Caitlyn,Fizz,0
Caitlyn,Morgana,Irelia,Nocturne,Sett,Garen,Lulu,Ekko,Master Yi,MissFortune,0
Leona,Garen,Aphelios,Olaf,Yone,Zed,Pyke,Ezreal,Mordekaiser,Kindred,1
Kindred,Morgana,Cho'Gath,Ashe,Yone,Mordekaiser,Jinx,Sylas,Sona,Udyr,0
Lucian,Kai'sa,Soraka,Shaco,Yone,Vayne,Ziggs,Kayn,Ryze,Yasuo,1
Lux,Akali,Nidalee,Wukong,Jhin,Xayah,Ahri,Teemo,Hecarim,Nami,1
Kayle,Blitzcrank,Olaf,Tristana,Malzahar,Jax,Yasuo,Kha'Zix,Lucian,Soraka,0
Lux,Malphite,Jhin,Nasus,Morgana,Sivir,Karma,LeBlanc,Jax,Aatrox,1
Fiora,Yone,Senna,Leona,Lillia,Evelynn,Pyke,Lucian,Volibear,Garen,1
Brand,Ashe,Olaf,Yasuo,Lux,Ahri,Ezreal,Nasus,Shyvana,Nami,1
MissFortune,Leona,Zed,Darius,Elise,Yuumi,Lucian,Teemo,Amumu,Vel'Koz,0
Ezreal,Zed,Nasus,Kha'Zix,Brand,Tristana,Shen,Garen,Nocturne,Ahri,0
Yone,Vel'Koz,Ashe,Thresh,Amumu,Malphite,Zyra,Yasuo,Pantheon,Gangplank,1
Riven,Ashe,Poppy,Nidalee,TwistedFate,Kayn,Cassiopeia,Lux,Renekton,Jinx,0
Xayah,Rakan,Akali,Kha'Zix,Sett,Kassadin,Udyr,Darius,Kog'Maw,Swain,1
Graves,Lucian,Morgana,Katarina,Senna,Tristana,Nautilus,Shaco,Singed,Yasuo,1
Sona,Jhin,Amumu,Shen,Annie,Volibear,Cassiopeia,Lulu,Kassadin,Darius,0
Teemo,Maokai,Amumu,Cho'Gath,Ashe,Anivia,Taliyah,Irelia,Nidalee,Malphite,0
Ezreal,AurelionSol,Urgot,Swain,Udyr,Caitlyn,Yasuo,Orianna,Senna,Hecarim,1
Ezreal,Karma,Aatrox,Volibear,Syndra,Janna,Kled,Yasuo,Shyvana,Ahri,1
Kassadin,Jax,Pyke,Jinx,Karthus,Tristana,Nautilus,Ahri,Graves,Poppy,1
Jhin,Lux,Nocturne,Volibear,Ekko,Jinx,Poppy,Rengar,Morgana,Sylas,0
Ashe,Nunu,Lucian,Zyra,Darius,Irelia,Tristana,Soraka,LeBlanc,Twitch,1
Ashe,Cassiopeia,Gnar,Sett,Lux,Soraka,Ahri,Volibear,Aphelios,Shaco,0
Illaoi,Jax,Sona,Kalista,Veigar,Riven,Caitlyn,Lux,Rengar,Swain,1
Thresh,Tristana,Evelynn,Yone,Yasuo,Zyra,Jhin,Veigar,Illaoi,Udyr,0
Swain,Caitlyn,Kayn,Yone,Irelia,MissFortune,Fizz,Renekton,Riven,Lux,0
Caitlyn,Yone,Morgana,Jax,Veigar,Vel'Koz,Teemo,Illaoi,Udyr,Kennen,1
Sett,Corki,Urgot,Pantheon,Jax,Fiddlesticks,Swain,Kog'Maw,Syndra,Darius,1
Diana,Talon,Senna,Yorick,Lucian,Warwick,Kalista,Ashe,Thresh,Xerath,1
Twitch,Morgana,Warwick,Dr.Mundo,Brand,Olaf,Nunu,Rumble,Neeko,Jhin,1
Teemo,Nautilus,Kalista,Amumu,Yone,Jax,Volibear,Akali,Kai'sa,Soraka,1
Nasus,Graves,Neeko,Soraka,Lucian,Udyr,Wukong,Karma,Irelia,Caitlyn,1
